epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749798351757,2025-06-13T10.05.51.757,0.000,-87.378,82.378,-58.902
1749798351768,2025-06-13T10.05.51.768,0.011,-88.171,81.220,-58.780
1749798351778,2025-06-13T10.05.51.778,0.021,-92.134,75.915,-55.305
1749798351787,2025-06-13T10.05.51.787,0.030,-99.451,72.073,-50.488
1749798351797,2025-06-13T10.05.51.797,0.040,-108.415,75.488,-48.110
1749798351807,2025-06-13T10.05.51.807,0.050,-118.963,84.512,-48.598
1749798351817,2025-06-13T10.05.51.817,0.060,-129.390,93.171,-52.378
1749798351826,2025-06-13T10.05.51.826,0.069,-135.732,91.951,-57.805
1749798351836,2025-06-13T10.05.51.836,0.079,-137.378,78.902,-61.707
1749798351847,2025-06-13T10.05.51.847,0.090,-135.671,62.378,-64.634
1749798351857,2025-06-13T10.05.51.857,0.100,-136.220,52.500,-67.622
1749798351866,2025-06-13T10.05.51.866,0.109,-142.378,50.732,-67.134
1749798351876,2025-06-13T10.05.51.876,0.119,-147.256,51.768,-65.793
1749798351886,2025-06-13T10.05.51.886,0.129,-142.561,51.585,-66.463
1749798351896,2025-06-13T10.05.51.896,0.139,-129.268,53.537,-66.768
1749798351905,2025-06-13T10.05.51.905,0.148,-112.500,58.537,-64.817
1749798351916,2025-06-13T10.05.51.916,0.159,-95.549,63.110,-63.598
1749798351926,2025-06-13T10.05.51.926,0.169,-81.951,65.549,-62.988
1749798351936,2025-06-13T10.05.51.936,0.179,-75.610,64.146,-59.939
1749798351945,2025-06-13T10.05.51.945,0.188,-72.622,58.232,-56.159
1749798351955,2025-06-13T10.05.51.955,0.198,-69.085,52.073,-53.963
1749798351965,2025-06-13T10.05.51.965,0.208,-62.500,49.024,-49.390
1749798351976,2025-06-13T10.05.51.976,0.219,-54.207,46.402,-41.951
1749798351984,2025-06-13T10.05.51.984,0.227,-46.280,41.768,-37.500
1749798351995,2025-06-13T10.05.51.995,0.238,-37.927,35.244,-35.305
1749798352005,2025-06-13T10.05.52.005,0.248,-28.963,28.598,-31.829
1749798352015,2025-06-13T10.05.52.015,0.258,-21.463,22.561,-28.780
1749798352024,2025-06-13T10.05.52.024,0.267,-13.902,17.439,-27.195
1749798352034,2025-06-13T10.05.52.034,0.277,-5.488,11.341,-26.463
1749798352044,2025-06-13T10.05.52.044,0.287,1.707,3.720,-25.427
1749798352055,2025-06-13T10.05.52.055,0.298,7.927,-4.085,-22.866
