epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749797013909,2025-06-13T09.43.33.909,0.000,60.366,-21.890,-77.988
1749797013919,2025-06-13T09.43.33.919,0.010,60.183,-22.195,-78.659
1749797013928,2025-06-13T09.43.33.928,0.019,60.671,-23.415,-79.878
1749797013939,2025-06-13T09.43.33.939,0.030,60.793,-22.073,-80.854
1749797013949,2025-06-13T09.43.33.949,0.040,60.427,-19.939,-82.378
1749797013958,2025-06-13T09.43.33.958,0.049,60.671,-17.561,-84.390
1749797013968,2025-06-13T09.43.33.968,0.059,60.793,-13.415,-85.732
1749797013978,2025-06-13T09.43.33.978,0.069,60.244,-9.512,-86.829
1749797013988,2025-06-13T09.43.33.988,0.079,59.390,-9.634,-88.171
1749797013997,2025-06-13T09.43.33.997,0.088,59.207,-14.024,-90.122
1749797014007,2025-06-13T09.43.34.007,0.098,60.488,-20.061,-92.378
1749797014018,2025-06-13T09.43.34.018,0.109,61.402,-24.878,-94.756
1749797014028,2025-06-13T09.43.34.028,0.119,60.671,-27.500,-96.463
1749797014037,2025-06-13T09.43.34.037,0.128,59.268,-28.841,-96.707
1749797014047,2025-06-13T09.43.34.047,0.138,57.744,-28.780,-96.220
1749797014057,2025-06-13T09.43.34.057,0.148,54.939,-27.378,-94.939
1749797014067,2025-06-13T09.43.34.067,0.158,49.939,-23.720,-92.622
1749797014076,2025-06-13T09.43.34.076,0.167,43.293,-18.232,-88.780
1749797014086,2025-06-13T09.43.34.086,0.177,35.793,-13.049,-85.000
1749797014097,2025-06-13T09.43.34.097,0.188,26.951,-10.183,-82.378
1749797014107,2025-06-13T09.43.34.107,0.198,18.232,-9.268,-80.305
1749797014116,2025-06-13T09.43.34.116,0.207,10.488,-8.841,-77.378
1749797014126,2025-06-13T09.43.34.126,0.217,1.890,-8.354,-74.146
1749797014136,2025-06-13T09.43.34.136,0.227,-5.732,-10.244,-69.939
1749797014147,2025-06-13T09.43.34.147,0.238,-8.415,-15.732,-65.000
1749797014155,2025-06-13T09.43.34.155,0.246,-8.720,-19.939,-58.780
1749797014166,2025-06-13T09.43.34.166,0.257,-9.878,-20.427,-50.915
1749797014176,2025-06-13T09.43.34.176,0.267,-10.366,-18.476,-42.622
1749797014186,2025-06-13T09.43.34.186,0.277,-9.878,-14.573,-34.146
1749797014195,2025-06-13T09.43.34.195,0.286,-8.963,-10.671,-25.854
1749797014205,2025-06-13T09.43.34.205,0.296,-6.829,-9.390,-19.085
1749797014215,2025-06-13T09.43.34.215,0.306,-3.659,-9.024,-12.927
1749797014226,2025-06-13T09.43.34.226,0.317,-0.732,-8.354,-7.195
1749797014234,2025-06-13T09.43.34.234,0.325,2.683,-6.220,-2.927
1749797014245,2025-06-13T09.43.34.245,0.336,6.768,-1.646,0.671
1749797014255,2025-06-13T09.43.34.255,0.346,9.329,3.902,4.207
1749797014265,2025-06-13T09.43.34.265,0.356,11.585,8.659,6.585
1749797014274,2025-06-13T09.43.34.274,0.365,14.146,12.439,7.927
1749797014284,2025-06-13T09.43.34.284,0.375,15.000,15.183,8.232
1749797014294,2025-06-13T09.43.34.294,0.385,15.427,15.915,7.866
1749797014305,2025-06-13T09.43.34.305,0.396,16.890,15.671,7.439
1749797014314,2025-06-13T09.43.34.314,0.405,18.232,15.000,5.976
1749797014324,2025-06-13T09.43.34.324,0.415,18.963,12.988,3.902
1749797014334,2025-06-13T09.43.34.334,0.425,19.817,9.085,2.500
1749797014344,2025-06-13T09.43.34.344,0.435,20.671,6.280,2.012
1749797014353,2025-06-13T09.43.34.353,0.444,20.854,5.244,1.829
1749797014363,2025-06-13T09.43.34.363,0.454,20.671,4.573,1.951
1749797014374,2025-06-13T09.43.34.374,0.465,19.634,3.720,3.049
1749797014384,2025-06-13T09.43.34.384,0.475,17.622,2.195,4.756
1749797014393,2025-06-13T09.43.34.393,0.484,15.915,1.585,6.829
1749797014403,2025-06-13T09.43.34.403,0.494,15.976,2.134,9.512
1749797014413,2025-06-13T09.43.34.413,0.504,16.220,2.622,13.232
1749797014423,2025-06-13T09.43.34.423,0.514,16.402,1.646,17.378
1749797014432,2025-06-13T09.43.34.432,0.523,17.927,0.488,22.256
1749797014442,2025-06-13T09.43.34.442,0.533,18.780,1.707,28.415
1749797014453,2025-06-13T09.43.34.453,0.544,19.085,5.915,36.098
1749797014463,2025-06-13T09.43.34.463,0.554,20.366,10.671,44.329
1749797014472,2025-06-13T09.43.34.472,0.563,23.963,15.427,52.195
1749797014482,2025-06-13T09.43.34.482,0.573,27.927,18.841,60.183
1749797014492,2025-06-13T09.43.34.492,0.583,30.610,19.695,68.171
1749797014503,2025-06-13T09.43.34.503,0.594,31.768,18.415,78.537
1749797014511,2025-06-13T09.43.34.511,0.602,33.598,15.671,90.854
1749797014522,2025-06-13T09.43.34.522,0.613,35.366,14.939,101.890
1749797014532,2025-06-13T09.43.34.532,0.623,36.098,17.683,111.829
1749797014542,2025-06-13T09.43.34.542,0.633,36.829,23.537,120.854
1749797014551,2025-06-13T09.43.34.551,0.642,37.561,36.280,127.805
1749797014561,2025-06-13T09.43.34.561,0.652,36.463,51.829,131.463
1749797014571,2025-06-13T09.43.34.571,0.662,35.976,61.463,132.317
1749797014582,2025-06-13T09.43.34.582,0.673,36.585,64.207,131.829
1749797014590,2025-06-13T09.43.34.590,0.681,36.098,57.256,130.671
1749797014601,2025-06-13T09.43.34.601,0.692,35.915,41.829,128.110
1749797014611,2025-06-13T09.43.34.611,0.702,38.598,22.744,125.854
1749797014621,2025-06-13T09.43.34.621,0.712,44.878,8.902,125.061
1749797014630,2025-06-13T09.43.34.630,0.721,51.829,5.061,125.244
1749797014640,2025-06-13T09.43.34.640,0.731,56.037,8.537,124.512
1749797014650,2025-06-13T09.43.34.650,0.741,57.988,14.207,122.012
1749797014661,2025-06-13T09.43.34.661,0.752,57.805,18.963,119.939
1749797014669,2025-06-13T09.43.34.669,0.760,55.854,20.488,120.488
1749797014680,2025-06-13T09.43.34.680,0.771,54.817,17.073,121.890
1749797014690,2025-06-13T09.43.34.690,0.781,55.671,11.280,122.683
1749797014700,2025-06-13T09.43.34.700,0.791,56.280,4.512,122.439
1749797014711,2025-06-13T09.43.34.711,0.802,57.866,-2.195,120.976
1749797014719,2025-06-13T09.43.34.719,0.810,60.183,-7.622,118.963
1749797014730,2025-06-13T09.43.34.730,0.821,61.159,-11.341,115.854
1749797014740,2025-06-13T09.43.34.740,0.831,61.280,-13.232,111.585
1749797014749,2025-06-13T09.43.34.749,0.840,60.305,-13.598,107.195
1749797014759,2025-06-13T09.43.34.759,0.850,57.622,-13.537,102.500
1749797014769,2025-06-13T09.43.34.769,0.860,55.305,-14.390,97.622
1749797014779,2025-06-13T09.43.34.779,0.870,53.110,-15.244,92.866
