epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749800464004,2025-06-13T10.41.04.004,0.000,-43.476,20.122,-127.683
1749800464015,2025-06-13T10.41.04.015,0.011,-44.390,22.256,-127.927
1749800464025,2025-06-13T10.41.04.025,0.021,-46.585,25.183,-125.061
1749800464035,2025-06-13T10.41.04.035,0.031,-49.756,22.439,-119.207
1749800464044,2025-06-13T10.41.04.044,0.040,-52.012,19.634,-113.171
1749800464054,2025-06-13T10.41.04.054,0.050,-53.598,19.634,-113.354
1749800464065,2025-06-13T10.41.04.065,0.061,-56.707,19.329,-110.732
1749800464075,2025-06-13T10.41.04.075,0.071,-61.890,23.171,-105.000
1749800464084,2025-06-13T10.41.04.084,0.080,-65.000,35.061,-100.854
1749800464094,2025-06-13T10.41.04.094,0.090,-64.878,52.439,-96.524
1749800464104,2025-06-13T10.41.04.104,0.100,-61.463,70.427,-89.756
1749800464114,2025-06-13T10.41.04.114,0.110,-62.500,85.793,-84.146
1749800464123,2025-06-13T10.41.04.123,0.119,-67.927,98.049,-83.415
1749800464133,2025-06-13T10.41.04.133,0.129,-78.841,106.585,-88.659
1749800464144,2025-06-13T10.41.04.144,0.140,-86.768,112.195,-94.268
1749800464154,2025-06-13T10.41.04.154,0.150,-85.244,120.244,-92.500
1749800464163,2025-06-13T10.41.04.163,0.159,-78.963,127.927,-86.341
1749800464173,2025-06-13T10.41.04.173,0.169,-68.110,143.598,-79.268
1749800464183,2025-06-13T10.41.04.183,0.179,-55.061,164.390,-71.037
1749800464193,2025-06-13T10.41.04.193,0.189,-41.707,214.024,-42.988
1749800464202,2025-06-13T10.41.04.202,0.198,-18.537,226.341,-38.293
1749800464212,2025-06-13T10.41.04.212,0.208,10.305,108.963,-37.805
1749800464223,2025-06-13T10.41.04.223,0.219,34.146,-45.244,7.195
1749800464233,2025-06-13T10.41.04.233,0.229,49.695,-133.659,32.805
1749800464242,2025-06-13T10.41.04.242,0.238,51.037,-152.927,39.512
1749800464252,2025-06-13T10.41.04.252,0.248,51.280,-136.402,45.427
1749800464262,2025-06-13T10.41.04.262,0.258,37.500,-108.902,31.829
1749800464273,2025-06-13T10.41.04.273,0.269,18.902,-82.073,27.439
1749800464281,2025-06-13T10.41.04.281,0.277,6.280,-78.415,19.024
1749800464292,2025-06-13T10.41.04.292,0.288,3.780,-85.244,7.866
1749800464302,2025-06-13T10.41.04.302,0.298,6.829,-82.073,4.695
1749800464312,2025-06-13T10.41.04.312,0.308,9.512,-68.110,4.390
1749800464321,2025-06-13T10.41.04.321,0.317,8.171,-46.220,1.402
1749800464331,2025-06-13T10.41.04.331,0.327,9.756,-24.085,-3.902
1749800464341,2025-06-13T10.41.04.341,0.337,14.390,-9.146,-6.951
1749800464352,2025-06-13T10.41.04.352,0.348,16.220,-2.256,-8.902
1749800464360,2025-06-13T10.41.04.360,0.356,16.037,-0.305,-9.939
1749800464371,2025-06-13T10.41.04.371,0.367,13.537,1.037,-8.963
1749800464381,2025-06-13T10.41.04.381,0.377,8.841,2.744,-6.890
1749800464391,2025-06-13T10.41.04.391,0.387,4.085,3.780,-5.915
1749800464400,2025-06-13T10.41.04.400,0.396,-1.037,5.793,-4.268
1749800464410,2025-06-13T10.41.04.410,0.406,-4.878,9.878,-2.744
1749800464421,2025-06-13T10.41.04.421,0.417,-5.305,16.402,-2.317
1749800464431,2025-06-13T10.41.04.431,0.427,-3.232,24.207,-3.049
1749800464440,2025-06-13T10.41.04.440,0.436,0.244,29.451,-2.927
1749800464450,2025-06-13T10.41.04.450,0.446,2.317,30.244,-1.402
1749800464460,2025-06-13T10.41.04.460,0.456,2.744,27.866,-0.732
1749800464470,2025-06-13T10.41.04.470,0.466,2.927,24.146,-1.037
1749800464479,2025-06-13T10.41.04.479,0.475,5.061,20.183,-1.159
1749800464489,2025-06-13T10.41.04.489,0.485,8.476,15.732,0.061
1749800464500,2025-06-13T10.41.04.500,0.496,11.402,12.927,1.463
1749800464510,2025-06-13T10.41.04.510,0.506,15.061,12.439,2.073
1749800464519,2025-06-13T10.41.04.519,0.515,18.476,13.841,2.683
1749800464529,2025-06-13T10.41.04.529,0.525,18.780,16.402,2.866
1749800464539,2025-06-13T10.41.04.539,0.535,17.256,17.378,1.768
1749800464549,2025-06-13T10.41.04.549,0.545,16.646,15.000,0.976
1749800464558,2025-06-13T10.41.04.558,0.554,16.402,9.512,1.220
1749800464568,2025-06-13T10.41.04.568,0.564,15.244,4.329,1.707
