epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749802337695,2025-06-13T11.12.17.695,0.000,-12.256,21.646,63.476
1749802337704,2025-06-13T11.12.17.704,0.009,-12.012,22.134,62.927
1749802337714,2025-06-13T11.12.17.714,0.019,-11.524,22.561,62.805
1749802337724,2025-06-13T11.12.17.724,0.029,-11.646,23.902,62.500
1749802337735,2025-06-13T11.12.17.735,0.040,-11.402,24.268,61.768
1749802337743,2025-06-13T11.12.17.743,0.048,-10.732,23.171,60.915
1749802337754,2025-06-13T11.12.17.754,0.059,-10.732,21.463,60.610
1749802337764,2025-06-13T11.12.17.764,0.069,-9.817,19.878,60.427
1749802337774,2025-06-13T11.12.17.774,0.079,-8.354,18.841,58.476
1749802337783,2025-06-13T11.12.17.783,0.088,-7.012,17.744,55.183
1749802337793,2025-06-13T11.12.17.793,0.098,-6.159,15.976,52.439
1749802337803,2025-06-13T11.12.17.803,0.108,-5.854,12.988,50.549
1749802337814,2025-06-13T11.12.17.814,0.119,-5.122,9.817,48.232
1749802337823,2025-06-13T11.12.17.823,0.128,-4.329,7.500,45.244
1749802337833,2025-06-13T11.12.17.833,0.138,-2.317,6.707,41.524
1749802337843,2025-06-13T11.12.17.843,0.148,-0.122,8.110,37.805
1749802337853,2025-06-13T11.12.17.853,0.158,1.463,9.939,34.024
1749802337862,2025-06-13T11.12.17.862,0.167,2.683,10.000,29.146
1749802337872,2025-06-13T11.12.17.872,0.177,3.720,8.659,23.963
1749802337883,2025-06-13T11.12.17.883,0.188,5.000,5.549,19.146
1749802337893,2025-06-13T11.12.17.893,0.198,5.976,1.098,14.939
1749802337902,2025-06-13T11.12.17.902,0.207,6.768,-2.378,11.402
1749802337912,2025-06-13T11.12.17.912,0.217,7.134,-3.598,7.927
1749802337922,2025-06-13T11.12.17.922,0.227,7.073,-2.317,4.512
1749802337932,2025-06-13T11.12.17.932,0.237,7.073,0.366,1.463
1749802337941,2025-06-13T11.12.17.941,0.246,6.402,3.598,-0.488
1749802337951,2025-06-13T11.12.17.951,0.256,4.512,4.695,-1.463
1749802337962,2025-06-13T11.12.17.962,0.267,2.073,2.805,-1.707
1749802337972,2025-06-13T11.12.17.972,0.277,-0.915,-0.427,-1.463
1749802337981,2025-06-13T11.12.17.981,0.286,-4.512,-3.902,-0.732
1749802337991,2025-06-13T11.12.17.991,0.296,-8.415,-6.768,0.671
1749802338001,2025-06-13T11.12.18.001,0.306,-11.707,-8.354,2.561
1749802338011,2025-06-13T11.12.18.011,0.316,-14.207,-8.720,4.512
1749802338020,2025-06-13T11.12.18.020,0.325,-16.341,-7.927,6.159
1749802338031,2025-06-13T11.12.18.031,0.336,-19.146,-7.012,7.256
1749802338041,2025-06-13T11.12.18.041,0.346,-21.341,-7.683,8.415
1749802338051,2025-06-13T11.12.18.051,0.356,-23.720,-10.000,10.183
1749802338060,2025-06-13T11.12.18.060,0.365,-26.037,-13.537,11.768
1749802338070,2025-06-13T11.12.18.070,0.375,-27.988,-17.195,12.622
1749802338080,2025-06-13T11.12.18.080,0.385,-29.939,-19.207,13.293
1749802338091,2025-06-13T11.12.18.091,0.396,-31.768,-18.598,13.293
1749802338099,2025-06-13T11.12.18.099,0.404,-33.780,-15.793,12.805
1749802338110,2025-06-13T11.12.18.110,0.415,-34.085,-11.037,11.463
1749802338120,2025-06-13T11.12.18.120,0.425,-34.329,-4.024,10.061
1749802338130,2025-06-13T11.12.18.130,0.435,-35.854,3.293,8.598
1749802338139,2025-06-13T11.12.18.139,0.444,-38.598,8.841,6.585
1749802338149,2025-06-13T11.12.18.149,0.454,-42.683,11.829,5.488
1749802338159,2025-06-13T11.12.18.159,0.464,-47.988,12.073,5.244
1749802338170,2025-06-13T11.12.18.170,0.475,-56.098,9.390,5.854
1749802338178,2025-06-13T11.12.18.178,0.483,-66.220,2.683,7.317
