epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749801271497,2025-06-13T10.54.31.497,0.000,-57.134,19.756,24.695
1749801271507,2025-06-13T10.54.31.507,0.010,-57.073,20.061,24.207
1749801271518,2025-06-13T10.54.31.518,0.021,-58.659,20.793,23.537
1749801271526,2025-06-13T10.54.31.526,0.029,-61.098,21.646,23.720
1749801271537,2025-06-13T10.54.31.537,0.040,-63.415,24.512,23.780
1749801271547,2025-06-13T10.54.31.547,0.050,-65.549,30.305,23.171
1749801271557,2025-06-13T10.54.31.557,0.060,-67.439,36.524,21.951
1749801271566,2025-06-13T10.54.31.566,0.069,-70.427,41.463,19.390
1749801271576,2025-06-13T10.54.31.576,0.079,-73.537,47.378,15.061
1749801271586,2025-06-13T10.54.31.586,0.089,-74.390,57.805,10.427
1749801271597,2025-06-13T10.54.31.597,0.100,-72.378,69.390,7.317
1749801271605,2025-06-13T10.54.31.605,0.108,-68.537,78.415,5.244
1749801271616,2025-06-13T10.54.31.616,0.119,-64.085,86.585,2.439
1749801271626,2025-06-13T10.54.31.626,0.129,-59.756,95.122,-0.305
1749801271636,2025-06-13T10.54.31.636,0.139,-57.317,101.280,-2.561
1749801271645,2025-06-13T10.54.31.645,0.148,-57.805,101.220,-3.476
1749801271655,2025-06-13T10.54.31.655,0.158,-59.329,93.720,-4.085
1749801271666,2025-06-13T10.54.31.666,0.169,-59.939,82.012,-6.280
1749801271676,2025-06-13T10.54.31.676,0.179,-58.537,71.890,-8.476
1749801271685,2025-06-13T10.54.31.685,0.188,-55.671,66.463,-10.122
1749801271695,2025-06-13T10.54.31.695,0.198,-53.171,65.427,-12.195
1749801271705,2025-06-13T10.54.31.705,0.208,-51.524,66.098,-15.610
1749801271715,2025-06-13T10.54.31.715,0.218,-52.317,65.427,-18.171
1749801271724,2025-06-13T10.54.31.724,0.227,-54.878,62.317,-19.146
1749801271734,2025-06-13T10.54.31.734,0.237,-58.293,58.049,-19.878
1749801271745,2025-06-13T10.54.31.745,0.248,-60.793,55.000,-21.463
1749801271755,2025-06-13T10.54.31.755,0.258,-63.354,53.720,-22.500
1749801271764,2025-06-13T10.54.31.764,0.267,-64.878,52.988,-21.585
1749801271774,2025-06-13T10.54.31.774,0.277,-64.146,50.976,-20.305
1749801271784,2025-06-13T10.54.31.784,0.287,-62.866,48.780,-20.854
1749801271794,2025-06-13T10.54.31.794,0.297,-62.561,47.378,-22.683
1749801271803,2025-06-13T10.54.31.803,0.306,-63.780,44.451,-23.720
1749801271813,2025-06-13T10.54.31.813,0.316,-66.646,37.134,-25.061
1749801271824,2025-06-13T10.54.31.824,0.327,-69.024,27.012,-27.744
1749801271834,2025-06-13T10.54.31.834,0.337,-67.805,19.024,-30.671
1749801271843,2025-06-13T10.54.31.843,0.346,-64.390,14.817,-32.134
1749801271853,2025-06-13T10.54.31.853,0.356,-61.159,12.439,-34.634
1749801271863,2025-06-13T10.54.31.863,0.366,-58.110,10.122,-38.963
1749801271874,2025-06-13T10.54.31.874,0.377,-55.061,8.963,-42.439
1749801271882,2025-06-13T10.54.31.882,0.385,-51.220,8.171,-45.610
1749801271893,2025-06-13T10.54.31.893,0.396,-48.232,6.524,-49.390
1749801271903,2025-06-13T10.54.31.903,0.406,-45.976,5.488,-52.561
1749801271913,2025-06-13T10.54.31.913,0.416,-43.476,3.720,-55.366
1749801271922,2025-06-13T10.54.31.922,0.425,-41.159,-3.476,-57.927
1749801271932,2025-06-13T10.54.31.932,0.435,-37.012,-16.524,-61.280
1749801271942,2025-06-13T10.54.31.942,0.445,-32.256,-29.878,-62.927
1749801271953,2025-06-13T10.54.31.953,0.456,-29.024,-35.610,-62.561
1749801271961,2025-06-13T10.54.31.961,0.464,-26.951,-32.561,-61.829
1749801271972,2025-06-13T10.54.31.972,0.475,-26.220,-24.329,-62.012
1749801271982,2025-06-13T10.54.31.982,0.485,-25.610,-15.732,-62.683
1749801271992,2025-06-13T10.54.31.992,0.495,-24.634,-10.549,-63.415
1749801272001,2025-06-13T10.54.32.001,0.504,-22.073,-9.878,-64.451
1749801272011,2025-06-13T10.54.32.011,0.514,-18.171,-11.768,-65.305
1749801272021,2025-06-13T10.54.32.021,0.524,-14.573,-14.268,-66.402
1749801272032,2025-06-13T10.54.32.032,0.535,-11.159,-16.768,-67.012
1749801272041,2025-06-13T10.54.32.041,0.544,-7.317,-19.329,-66.951
1749801272051,2025-06-13T10.54.32.051,0.554,-3.049,-20.915,-66.829
1749801272061,2025-06-13T10.54.32.061,0.564,1.402,-21.585,-66.037
1749801272071,2025-06-13T10.54.32.071,0.574,5.793,-21.098,-64.878
1749801272080,2025-06-13T10.54.32.080,0.583,10.183,-18.841,-63.720
1749801272090,2025-06-13T10.54.32.090,0.593,13.659,-15.427,-62.317
1749801272101,2025-06-13T10.54.32.101,0.604,16.951,-12.683,-60.488
1749801272111,2025-06-13T10.54.32.111,0.614,21.098,-11.890,-59.451
1749801272120,2025-06-13T10.54.32.120,0.623,26.098,-12.988,-59.939
1749801272130,2025-06-13T10.54.32.130,0.633,31.037,-16.037,-59.329
1749801272140,2025-06-13T10.54.32.140,0.643,35.000,-19.817,-57.317
1749801272150,2025-06-13T10.54.32.150,0.653,39.329,-24.756,-55.976
1749801272159,2025-06-13T10.54.32.159,0.662,44.024,-29.390,-54.817
1749801272169,2025-06-13T10.54.32.169,0.672,48.476,-32.317,-52.805
1749801272180,2025-06-13T10.54.32.180,0.683,52.988,-32.805,-50.793
