epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749802406635,2025-06-13T11.13.26.635,0.000,-103.659,-27.988,-29.634
1749802406644,2025-06-13T11.13.26.644,0.009,-103.841,-28.841,-29.939
1749802406654,2025-06-13T11.13.26.654,0.019,-103.415,-32.744,-32.317
1749802406664,2025-06-13T11.13.26.664,0.029,-101.768,-36.098,-33.902
1749802406675,2025-06-13T11.13.26.675,0.040,-99.451,-34.146,-33.720
1749802406683,2025-06-13T11.13.26.683,0.048,-96.951,-27.256,-33.780
1749802406694,2025-06-13T11.13.26.694,0.059,-96.707,-19.451,-35.000
1749802406704,2025-06-13T11.13.26.704,0.069,-97.683,-13.171,-36.159
1749802406714,2025-06-13T11.13.26.714,0.079,-98.476,-8.232,-37.256
1749802406723,2025-06-13T11.13.26.723,0.088,-98.963,-4.695,-38.232
1749802406733,2025-06-13T11.13.26.733,0.098,-96.402,-2.988,-40.244
1749802406743,2025-06-13T11.13.26.743,0.108,-93.963,-0.244,-42.683
1749802406754,2025-06-13T11.13.26.754,0.119,-92.500,1.402,-46.159
1749802406763,2025-06-13T11.13.26.763,0.128,-88.537,1.341,-50.427
1749802406773,2025-06-13T11.13.26.773,0.138,-85.610,1.037,-54.024
1749802406783,2025-06-13T11.13.26.783,0.148,-83.963,-0.366,-57.866
1749802406793,2025-06-13T11.13.26.793,0.158,-83.232,-2.744,-61.829
1749802406802,2025-06-13T11.13.26.802,0.167,-82.683,-5.000,-63.415
1749802406812,2025-06-13T11.13.26.812,0.177,-81.037,-4.268,-63.354
1749802406823,2025-06-13T11.13.26.823,0.188,-78.171,-1.951,-63.171
1749802406833,2025-06-13T11.13.26.833,0.198,-74.390,1.524,-63.963
1749802406842,2025-06-13T11.13.26.842,0.207,-72.988,6.768,-65.671
1749802406852,2025-06-13T11.13.26.852,0.217,-72.256,10.549,-67.744
1749802406862,2025-06-13T11.13.26.862,0.227,-70.854,10.671,-69.756
1749802406872,2025-06-13T11.13.26.872,0.237,-70.000,6.829,-71.890
1749802406881,2025-06-13T11.13.26.881,0.246,-69.146,1.220,-73.659
1749802406891,2025-06-13T11.13.26.891,0.256,-64.939,-2.073,-74.756
1749802406902,2025-06-13T11.13.26.902,0.267,-58.598,-0.488,-75.427
1749802406912,2025-06-13T11.13.26.912,0.277,-55.915,1.646,-77.134
1749802406921,2025-06-13T11.13.26.921,0.286,-52.134,-0.610,-80.854
1749802406931,2025-06-13T11.13.26.931,0.296,-46.890,-1.951,-83.537
1749802406941,2025-06-13T11.13.26.941,0.306,-42.134,-0.854,-83.171
1749802406951,2025-06-13T11.13.26.951,0.316,-36.646,0.610,-83.232
1749802406960,2025-06-13T11.13.26.960,0.325,-30.244,2.012,-84.451
1749802406971,2025-06-13T11.13.26.971,0.336,-23.293,3.293,-85.793
1749802406981,2025-06-13T11.13.26.981,0.346,-18.232,2.988,-85.732
1749802406991,2025-06-13T11.13.26.991,0.356,-13.659,-0.915,-85.549
1749802407000,2025-06-13T11.13.27.000,0.365,-8.902,-6.707,-86.280
1749802407010,2025-06-13T11.13.27.010,0.375,-3.415,-11.829,-86.768
1749802407020,2025-06-13T11.13.27.020,0.385,2.317,-15.610,-85.427
1749802407031,2025-06-13T11.13.27.031,0.396,8.598,-17.256,-82.439
1749802407039,2025-06-13T11.13.27.039,0.404,14.878,-15.915,-79.146
1749802407050,2025-06-13T11.13.27.050,0.415,20.610,-12.683,-75.244
1749802407060,2025-06-13T11.13.27.060,0.425,26.463,-10.183,-71.402
1749802407070,2025-06-13T11.13.27.070,0.435,32.805,-8.720,-67.927
1749802407079,2025-06-13T11.13.27.079,0.444,39.207,-6.890,-64.207
1749802407089,2025-06-13T11.13.27.089,0.454,45.854,-5.244,-59.695
1749802407099,2025-06-13T11.13.27.099,0.464,52.561,-4.329,-55.122
1749802407110,2025-06-13T11.13.27.110,0.475,59.085,-3.598,-50.549
1749802407118,2025-06-13T11.13.27.118,0.483,65.793,-3.232,-45.854
1749802407129,2025-06-13T11.13.27.129,0.494,72.012,-3.841,-41.524
1749802407139,2025-06-13T11.13.27.139,0.504,77.134,-6.585,-37.683
1749802407149,2025-06-13T11.13.27.149,0.514,82.073,-11.402,-33.963
1749802407158,2025-06-13T11.13.27.158,0.523,86.341,-16.341,-30.488
