epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749802660613,2025-06-13T11.17.40.613,0.000,-13.598,-114.634,62.927
1749802660623,2025-06-13T11.17.40.623,0.010,-13.476,-108.598,63.963
1749802660632,2025-06-13T11.17.40.632,0.019,-13.171,-77.195,66.098
1749802660642,2025-06-13T11.17.40.642,0.029,-14.573,-31.646,68.537
1749802660652,2025-06-13T11.17.40.652,0.039,-16.524,7.866,72.256
1749802660662,2025-06-13T11.17.40.662,0.049,-16.463,29.451,76.707
1749802660671,2025-06-13T11.17.40.671,0.058,-19.085,24.268,79.268
1749802660681,2025-06-13T11.17.40.681,0.068,-21.951,1.707,76.402
1749802660692,2025-06-13T11.17.40.692,0.079,-23.780,-28.659,70.366
1749802660702,2025-06-13T11.17.40.702,0.089,-25.671,-58.659,65.244
1749802660711,2025-06-13T11.17.40.711,0.098,-27.866,-77.500,64.512
1749802660721,2025-06-13T11.17.40.721,0.108,-29.756,-78.537,65.427
1749802660731,2025-06-13T11.17.40.731,0.118,-29.695,-64.390,67.134
1749802660741,2025-06-13T11.17.40.741,0.128,-31.220,-41.829,72.256
1749802660750,2025-06-13T11.17.40.750,0.137,-32.195,-19.512,76.098
1749802660760,2025-06-13T11.17.40.760,0.147,-35.000,-18.476,75.061
1749802660771,2025-06-13T11.17.40.771,0.158,-38.415,-41.768,72.073
1749802660781,2025-06-13T11.17.40.781,0.168,-40.427,-69.512,72.195
1749802660790,2025-06-13T11.17.40.790,0.177,-41.585,-88.598,75.000
1749802660800,2025-06-13T11.17.40.800,0.187,-41.220,-96.159,77.744
1749802660810,2025-06-13T11.17.40.810,0.197,-39.390,-90.549,79.817
1749802660821,2025-06-13T11.17.40.821,0.208,-36.768,-74.878,79.939
1749802660829,2025-06-13T11.17.40.829,0.216,-33.110,-58.598,78.293
1749802660840,2025-06-13T11.17.40.840,0.227,-28.415,-46.890,76.159
1749802660850,2025-06-13T11.17.40.850,0.237,-24.146,-42.195,73.537
1749802660860,2025-06-13T11.17.40.860,0.247,-18.841,-44.756,69.756
1749802660869,2025-06-13T11.17.40.869,0.256,-13.049,-50.732,66.341
1749802660879,2025-06-13T11.17.40.879,0.266,-7.378,-57.927,65.854
