epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749641199583,2025-06-11T14.26.39.583,0.000,-95.793,38.110,-91.829
1749641199594,2025-06-11T14.26.39.594,0.011,-95.976,38.659,-90.854
1749641199602,2025-06-11T14.26.39.602,0.019,-95.671,41.890,-88.171
1749641199613,2025-06-11T14.26.39.613,0.030,-95.427,43.049,-84.634
1749641199623,2025-06-11T14.26.39.623,0.040,-95.793,39.573,-80.915
1749641199633,2025-06-11T14.26.39.633,0.050,-98.110,35.122,-74.573
1749641199642,2025-06-11T14.26.39.642,0.059,-100.305,32.866,-67.988
1749641199652,2025-06-11T14.26.39.652,0.069,-101.646,33.354,-62.866
1749641199662,2025-06-11T14.26.39.662,0.079,-102.622,34.634,-57.439
1749641199673,2025-06-11T14.26.39.673,0.090,-101.524,35.610,-52.744
1749641199681,2025-06-11T14.26.39.681,0.098,-101.037,35.671,-49.146
1749641199692,2025-06-11T14.26.39.692,0.109,-99.451,35.061,-44.512
1749641199702,2025-06-11T14.26.39.702,0.119,-98.476,37.561,-39.451
1749641199712,2025-06-11T14.26.39.712,0.129,-98.720,42.378,-35.915
1749641199721,2025-06-11T14.26.39.721,0.138,-98.720,46.707,-34.512
1749641199731,2025-06-11T14.26.39.731,0.148,-97.439,46.037,-32.012
1749641199741,2025-06-11T14.26.39.741,0.158,-94.146,40.366,-26.768
1749641199752,2025-06-11T14.26.39.752,0.169,-89.024,32.927,-19.268
1749641199761,2025-06-11T14.26.39.761,0.178,-84.024,24.390,-10.793
1749641199771,2025-06-11T14.26.39.771,0.188,-83.049,17.256,-2.012
1749641199781,2025-06-11T14.26.39.781,0.198,-84.695,12.012,7.378
1749641199791,2025-06-11T14.26.39.791,0.208,-84.573,11.951,15.854
1749641199800,2025-06-11T14.26.39.800,0.217,-86.524,18.780,20.183
1749641199810,2025-06-11T14.26.39.810,0.227,-89.390,24.573,22.317
1749641199821,2025-06-11T14.26.39.821,0.238,-90.549,25.366,25.732
1749641199831,2025-06-11T14.26.39.831,0.248,-92.012,22.988,30.793
1749641199840,2025-06-11T14.26.39.840,0.257,-94.817,17.195,35.610
1749641199850,2025-06-11T14.26.39.850,0.267,-99.451,10.427,42.134
1749641199860,2025-06-11T14.26.39.860,0.277,-103.537,4.390,49.085
1749641199870,2025-06-11T14.26.39.870,0.287,-106.524,1.768,54.207
1749641199879,2025-06-11T14.26.39.879,0.296,-110.122,2.012,57.683
1749641199889,2025-06-11T14.26.39.889,0.306,-112.866,1.768,60.000
1749641199900,2025-06-11T14.26.39.900,0.317,-114.634,1.098,63.537
1749641199910,2025-06-11T14.26.39.910,0.327,-115.244,0.854,68.110
1749641199919,2025-06-11T14.26.39.919,0.336,-117.805,0.427,73.476
