epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749642413789,2025-06-11T14.46.53.789,0.000,80.671,-38.537,24.634
1749642413799,2025-06-11T14.46.53.799,0.010,80.915,-37.744,24.207
1749642413809,2025-06-11T14.46.53.809,0.020,79.085,-33.598,22.805
1749642413819,2025-06-11T14.46.53.819,0.030,76.280,-29.268,21.098
1749642413828,2025-06-11T14.46.53.828,0.039,74.390,-29.573,19.451
1749642413838,2025-06-11T14.46.53.838,0.049,73.841,-31.585,18.110
1749642413849,2025-06-11T14.46.53.849,0.060,72.378,-32.866,15.671
1749642413859,2025-06-11T14.46.53.859,0.070,70.610,-33.232,12.622
1749642413868,2025-06-11T14.46.53.868,0.079,68.354,-32.073,10.488
1749642413878,2025-06-11T14.46.53.878,0.089,65.122,-29.756,9.146
1749642413888,2025-06-11T14.46.53.888,0.099,61.463,-27.317,8.841
1749642413898,2025-06-11T14.46.53.898,0.109,58.293,-24.268,8.902
1749642413907,2025-06-11T14.46.53.907,0.118,54.390,-21.768,7.866
1749642413917,2025-06-11T14.46.53.917,0.128,50.671,-20.305,6.037
1749642413928,2025-06-11T14.46.53.928,0.139,47.378,-18.720,4.817
1749642413938,2025-06-11T14.46.53.938,0.149,44.451,-15.854,3.293
1749642413947,2025-06-11T14.46.53.947,0.158,42.073,-11.890,0.122
1749642413957,2025-06-11T14.46.53.957,0.168,38.354,-7.561,-1.890
1749642413967,2025-06-11T14.46.53.967,0.178,34.085,-5.061,-2.134
1749642413977,2025-06-11T14.46.53.977,0.188,30.061,-6.280,-1.707
1749642413986,2025-06-11T14.46.53.986,0.197,25.183,-10.732,-0.793
1749642413997,2025-06-11T14.46.53.997,0.208,18.963,-16.585,1.585
1749642414007,2025-06-11T14.46.54.007,0.218,12.805,-20.122,4.756
1749642414017,2025-06-11T14.46.54.017,0.228,8.415,-17.622,7.134
1749642414026,2025-06-11T14.46.54.026,0.237,4.024,-10.610,9.207
1749642414036,2025-06-11T14.46.54.036,0.247,-1.159,-2.195,12.317
1749642414046,2025-06-11T14.46.54.046,0.257,-5.671,5.488,15.976
1749642414057,2025-06-11T14.46.54.057,0.268,-8.476,9.756,18.537
1749642414065,2025-06-11T14.46.54.065,0.276,-10.854,10.244,20.549
1749642414076,2025-06-11T14.46.54.076,0.287,-12.988,7.866,21.646
1749642414086,2025-06-11T14.46.54.086,0.297,-12.683,3.354,20.549
1749642414096,2025-06-11T14.46.54.096,0.307,-8.659,-1.829,18.537
1749642414105,2025-06-11T14.46.54.105,0.316,-1.646,-5.732,17.378
1749642414115,2025-06-11T14.46.54.115,0.326,5.366,-6.707,16.098
1749642414125,2025-06-11T14.46.54.125,0.336,11.951,-5.610,12.439
1749642414136,2025-06-11T14.46.54.136,0.347,19.085,-3.598,8.049
1749642414144,2025-06-11T14.46.54.144,0.355,25.610,-2.134,5.183
1749642414155,2025-06-11T14.46.54.155,0.366,32.500,-1.341,2.378
1749642414165,2025-06-11T14.46.54.165,0.376,39.207,0.732,-0.488
1749642414175,2025-06-11T14.46.54.175,0.386,44.878,3.902,-3.902
1749642414184,2025-06-11T14.46.54.184,0.395,48.415,7.256,-7.073
1749642414194,2025-06-11T14.46.54.194,0.405,51.890,9.329,-10.122
1749642414205,2025-06-11T14.46.54.205,0.416,56.280,8.963,-13.476
1749642414215,2025-06-11T14.46.54.215,0.426,60.976,7.012,-16.768
1749642414224,2025-06-11T14.46.54.224,0.435,64.390,5.488,-20.000
1749642414234,2025-06-11T14.46.54.234,0.445,66.768,4.390,-23.232
1749642414244,2025-06-11T14.46.54.244,0.455,68.354,2.744,-26.646
1749642414254,2025-06-11T14.46.54.254,0.465,70.793,1.159,-30.488
1749642414263,2025-06-11T14.46.54.263,0.474,73.232,0.671,-34.817
1749642414273,2025-06-11T14.46.54.273,0.484,74.451,0.732,-39.268
1749642414284,2025-06-11T14.46.54.284,0.495,74.634,-0.427,-43.476
1749642414294,2025-06-11T14.46.54.294,0.505,74.878,-2.317,-47.012
1749642414303,2025-06-11T14.46.54.303,0.514,75.000,-4.146,-50.305
1749642414313,2025-06-11T14.46.54.313,0.524,74.024,-6.463,-53.415
1749642414323,2025-06-11T14.46.54.323,0.534,72.439,-8.415,-55.732
1749642414333,2025-06-11T14.46.54.333,0.544,71.098,-9.024,-57.683
1749642414342,2025-06-11T14.46.54.342,0.553,70.183,-8.780,-60.427
1749642414352,2025-06-11T14.46.54.352,0.563,67.988,-8.049,-63.598
1749642414363,2025-06-11T14.46.54.363,0.574,65.549,-5.915,-67.622
1749642414373,2025-06-11T14.46.54.373,0.584,63.659,-3.293,-71.524
1749642414382,2025-06-11T14.46.54.382,0.593,61.402,-3.293,-74.756
1749642414392,2025-06-11T14.46.54.392,0.603,59.817,-7.439,-77.561
1749642414402,2025-06-11T14.46.54.402,0.613,59.451,-12.500,-80.244
1749642414413,2025-06-11T14.46.54.413,0.624,57.866,-17.744,-82.866
1749642414421,2025-06-11T14.46.54.421,0.632,55.488,-23.415,-85.793
1749642414432,2025-06-11T14.46.54.432,0.643,54.878,-28.476,-89.085
1749642414442,2025-06-11T14.46.54.442,0.653,54.451,-31.402,-92.622
1749642414452,2025-06-11T14.46.54.452,0.663,52.378,-32.744,-96.707
1749642414461,2025-06-11T14.46.54.461,0.672,49.329,-32.012,-100.671
1749642414471,2025-06-11T14.46.54.471,0.682,46.463,-29.573,-105.671
1749642414481,2025-06-11T14.46.54.481,0.692,43.171,-29.329,-110.610
1749642414492,2025-06-11T14.46.54.492,0.703,40.122,-30.732,-114.390
1749642414500,2025-06-11T14.46.54.500,0.711,36.707,-30.610,-117.378
1749642414511,2025-06-11T14.46.54.511,0.722,32.195,-28.720,-120.183
1749642414521,2025-06-11T14.46.54.521,0.732,27.805,-25.366,-123.354
1749642414531,2025-06-11T14.46.54.531,0.742,23.780,-22.134,-126.098
1749642414540,2025-06-11T14.46.54.540,0.751,20.122,-20.793,-129.451
1749642414550,2025-06-11T14.46.54.550,0.761,16.585,-20.976,-131.951
1749642414560,2025-06-11T14.46.54.560,0.771,13.049,-22.927,-133.841
1749642414571,2025-06-11T14.46.54.571,0.782,7.500,-26.524,-135.000
1749642414580,2025-06-11T14.46.54.580,0.791,0.610,-30.915,-134.756
1749642414590,2025-06-11T14.46.54.590,0.801,-4.085,-33.476,-133.963
1749642414600,2025-06-11T14.46.54.600,0.811,-9.634,-35.000,-134.085
1749642414610,2025-06-11T14.46.54.610,0.821,-16.768,-37.927,-133.232
1749642414619,2025-06-11T14.46.54.619,0.830,-22.500,-38.841,-129.878
1749642414629,2025-06-11T14.46.54.629,0.840,-27.134,-35.122,-127.195
1749642414640,2025-06-11T14.46.54.640,0.851,-34.512,-28.476,-125.366
1749642414650,2025-06-11T14.46.54.650,0.861,-44.085,-22.622,-123.354
1749642414659,2025-06-11T14.46.54.659,0.870,-52.073,-17.012,-119.451
1749642414669,2025-06-11T14.46.54.669,0.880,-59.146,-12.378,-116.159
1749642414679,2025-06-11T14.46.54.679,0.890,-66.098,-11.220,-114.024
1749642414689,2025-06-11T14.46.54.689,0.900,-73.049,-11.707,-108.841
1749642414698,2025-06-11T14.46.54.698,0.909,-79.695,-13.110,-103.293
1749642414708,2025-06-11T14.46.54.708,0.919,-86.402,-13.720,-96.951
1749642414719,2025-06-11T14.46.54.719,0.930,-93.415,-9.695,-88.902
1749642414729,2025-06-11T14.46.54.729,0.940,-103.232,-0.183,-79.939
1749642414738,2025-06-11T14.46.54.738,0.949,-111.768,11.159,-72.134
1749642414748,2025-06-11T14.46.54.748,0.959,-115.366,20.488,-64.085
1749642414758,2025-06-11T14.46.54.758,0.969,-117.927,24.878,-56.037
1749642414768,2025-06-11T14.46.54.768,0.979,-119.207,25.122,-49.512
1749642414777,2025-06-11T14.46.54.777,0.988,-118.780,23.598,-44.146
