epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749645799506,2025-06-11T15.43.19.506,0.000,-75.122,-7.134,-33.415
1749645799515,2025-06-11T15.43.19.515,0.009,-76.159,-12.073,-33.780
1749645799525,2025-06-11T15.43.19.525,0.019,-83.415,-30.183,-38.659
1749645799536,2025-06-11T15.43.19.536,0.030,-96.463,-44.878,-42.317
1749645799546,2025-06-11T15.43.19.546,0.040,-110.976,-45.793,-44.756
1749645799555,2025-06-11T15.43.19.555,0.049,-123.293,-37.805,-49.146
1749645799565,2025-06-11T15.43.19.565,0.059,-131.890,-27.561,-54.817
1749645799575,2025-06-11T15.43.19.575,0.069,-138.598,-19.573,-60.488
1749645799586,2025-06-11T15.43.19.586,0.080,-145.244,-11.768,-66.707
1749645799594,2025-06-11T15.43.19.594,0.088,-150.000,-0.061,-73.841
1749645799605,2025-06-11T15.43.19.605,0.099,-152.378,12.683,-82.012
1749645799615,2025-06-11T15.43.19.615,0.109,-152.317,22.866,-87.744
1749645799625,2025-06-11T15.43.19.625,0.119,-151.585,29.817,-91.463
1749645799634,2025-06-11T15.43.19.634,0.128,-151.524,41.159,-92.683
1749645799644,2025-06-11T15.43.19.644,0.138,-150.305,56.220,-90.915
1749645799654,2025-06-11T15.43.19.654,0.148,-149.085,66.463,-89.451
1749645799665,2025-06-11T15.43.19.665,0.159,-146.646,66.646,-86.768
1749645799673,2025-06-11T15.43.19.673,0.167,-141.159,59.817,-85.244
1749645799684,2025-06-11T15.43.19.684,0.178,-132.927,54.085,-85.793
1749645799694,2025-06-11T15.43.19.694,0.188,-124.146,50.488,-86.463
1749645799704,2025-06-11T15.43.19.704,0.198,-116.463,46.585,-84.024
1749645799713,2025-06-11T15.43.19.713,0.207,-110.000,40.061,-79.939
1749645799723,2025-06-11T15.43.19.723,0.217,-103.049,31.890,-78.293
1749645799733,2025-06-11T15.43.19.733,0.227,-93.598,24.085,-78.354
1749645799744,2025-06-11T15.43.19.744,0.238,-81.159,24.512,-76.280
1749645799753,2025-06-11T15.43.19.753,0.247,-67.561,29.817,-71.585
1749645799763,2025-06-11T15.43.19.763,0.257,-53.415,23.171,-68.598
1749645799773,2025-06-11T15.43.19.773,0.267,-38.659,-2.439,-69.512
1749645799783,2025-06-11T15.43.19.783,0.277,-26.098,-35.671,-71.768
1749645799792,2025-06-11T15.43.19.792,0.286,-17.927,-56.159,-71.585
1749645799802,2025-06-11T15.43.19.802,0.296,-12.317,-53.354,-68.537
1749645799813,2025-06-11T15.43.19.813,0.307,-7.439,-30.732,-60.793
1749645799823,2025-06-11T15.43.19.823,0.317,-3.110,-1.220,-49.268
1749645799832,2025-06-11T15.43.19.832,0.326,0.122,21.220,-36.768
1749645799842,2025-06-11T15.43.19.842,0.336,2.073,28.171,-24.390
1749645799852,2025-06-11T15.43.19.852,0.346,2.866,24.390,-13.780
1749645799862,2025-06-11T15.43.19.862,0.356,4.268,18.598,-5.488
1749645799871,2025-06-11T15.43.19.871,0.365,6.463,13.720,1.829
1749645799881,2025-06-11T15.43.19.881,0.375,9.329,7.927,8.415
1749645799892,2025-06-11T15.43.19.892,0.386,11.890,0.671,13.537
1749645799902,2025-06-11T15.43.19.902,0.396,14.817,-7.683,18.841
1749645799911,2025-06-11T15.43.19.911,0.405,18.354,-16.707,25.549
1749645799921,2025-06-11T15.43.19.921,0.415,22.561,-25.610,32.500
1749645799931,2025-06-11T15.43.19.931,0.425,27.439,-32.988,38.537
1749645799942,2025-06-11T15.43.19.942,0.436,33.598,-38.171,44.085
1749645799950,2025-06-11T15.43.19.950,0.444,40.671,-41.280,48.841
1749645799961,2025-06-11T15.43.19.961,0.455,47.317,-42.012,52.805
1749645799971,2025-06-11T15.43.19.971,0.465,53.780,-40.366,55.488
1749645799981,2025-06-11T15.43.19.981,0.475,60.122,-38.415,57.744
1749645799990,2025-06-11T15.43.19.990,0.484,65.854,-35.854,60.549
1749645800000,2025-06-11T15.43.20.000,0.494,70.793,-30.549,63.598
1749645800010,2025-06-11T15.43.20.010,0.504,74.817,-23.354,66.768
1749645800021,2025-06-11T15.43.20.021,0.515,78.293,-16.890,70.427
1749645800029,2025-06-11T15.43.20.029,0.523,81.341,-13.598,74.146
1749645800040,2025-06-11T15.43.20.040,0.534,83.598,-13.841,77.012
1749645800050,2025-06-11T15.43.20.050,0.544,84.817,-18.049,79.573
1749645800060,2025-06-11T15.43.20.060,0.554,85.000,-25.976,82.256
1749645800069,2025-06-11T15.43.20.069,0.563,84.146,-35.488,84.512
1749645800079,2025-06-11T15.43.20.079,0.573,83.902,-44.451,85.061
1749645800089,2025-06-11T15.43.20.089,0.583,84.878,-50.732,85.000
1749645800100,2025-06-11T15.43.20.100,0.594,87.195,-53.354,84.268
1749645800108,2025-06-11T15.43.20.108,0.602,89.939,-54.634,82.988
1749645800119,2025-06-11T15.43.20.119,0.613,91.524,-56.341,81.402
1749645800129,2025-06-11T15.43.20.129,0.623,90.732,-59.085,78.659
1749645800139,2025-06-11T15.43.20.139,0.633,87.988,-61.890,75.793
1749645800148,2025-06-11T15.43.20.148,0.642,84.878,-63.293,73.963
1749645800158,2025-06-11T15.43.20.158,0.652,81.768,-63.659,72.073
1749645800169,2025-06-11T15.43.20.169,0.663,78.415,-61.646,68.293
1749645800179,2025-06-11T15.43.20.179,0.673,74.939,-57.439,63.720
1749645800188,2025-06-11T15.43.20.188,0.682,71.341,-53.049,59.878
1749645800198,2025-06-11T15.43.20.198,0.692,68.537,-50.000,57.012
1749645800208,2025-06-11T15.43.20.208,0.702,67.073,-49.146,53.232
1749645800218,2025-06-11T15.43.20.218,0.712,66.220,-50.549,48.720
1749645800227,2025-06-11T15.43.20.227,0.721,64.878,-54.390,44.268
1749645800237,2025-06-11T15.43.20.237,0.731,62.927,-58.232,40.061
1749645800248,2025-06-11T15.43.20.248,0.742,61.951,-58.780,37.256
1749645800258,2025-06-11T15.43.20.258,0.752,62.988,-56.402,35.793
1749645800267,2025-06-11T15.43.20.267,0.761,65.122,-53.415,34.512
1749645800277,2025-06-11T15.43.20.277,0.771,65.671,-50.488,32.256
1749645800287,2025-06-11T15.43.20.287,0.781,66.098,-46.463,28.720
1749645800297,2025-06-11T15.43.20.297,0.791,68.049,-41.463,25.732
1749645800306,2025-06-11T15.43.20.306,0.800,70.793,-35.122,23.293
1749645800317,2025-06-11T15.43.20.317,0.811,72.744,-31.402,20.488
1749645800327,2025-06-11T15.43.20.327,0.821,73.537,-31.524,17.317
1749645800337,2025-06-11T15.43.20.337,0.831,75.122,-31.829,14.756
1749645800346,2025-06-11T15.43.20.346,0.840,78.659,-30.183,11.463
1749645800356,2025-06-11T15.43.20.356,0.850,82.500,-26.463,7.439
1749645800366,2025-06-11T15.43.20.366,0.860,85.244,-21.829,4.573
1749645800377,2025-06-11T15.43.20.377,0.871,86.768,-16.037,2.988
1749645800385,2025-06-11T15.43.20.385,0.879,87.378,-10.122,1.463
1749645800396,2025-06-11T15.43.20.396,0.890,87.012,-5.427,-0.244
1749645800406,2025-06-11T15.43.20.406,0.900,86.098,-3.780,-1.220
1749645800416,2025-06-11T15.43.20.416,0.910,84.512,-5.244,-0.976
1749645800425,2025-06-11T15.43.20.425,0.919,81.220,-9.024,-0.610
1749645800435,2025-06-11T15.43.20.435,0.929,77.012,-13.598,-0.732
1749645800445,2025-06-11T15.43.20.445,0.939,73.171,-17.439,-1.341
1749645800456,2025-06-11T15.43.20.456,0.950,70.427,-19.634,-2.988
1749645800464,2025-06-11T15.43.20.464,0.958,68.354,-20.732,-5.244
1749645800475,2025-06-11T15.43.20.475,0.969,66.890,-20.549,-7.866
1749645800485,2025-06-11T15.43.20.485,0.979,65.976,-18.720,-10.122
1749645800495,2025-06-11T15.43.20.495,0.989,64.146,-17.561,-11.768
1749645800504,2025-06-11T15.43.20.504,0.998,61.220,-19.573,-13.598
1749645800514,2025-06-11T15.43.20.514,1.008,59.207,-22.927,-15.610
1749645800525,2025-06-11T15.43.20.525,1.019,59.207,-24.756,-17.500
1749645800535,2025-06-11T15.43.20.535,1.029,59.512,-24.207,-20.000
1749645800544,2025-06-11T15.43.20.544,1.038,58.963,-21.098,-22.561
1749645800554,2025-06-11T15.43.20.554,1.048,58.780,-16.890,-25.427
1749645800564,2025-06-11T15.43.20.564,1.058,59.634,-11.646,-29.512
1749645800574,2025-06-11T15.43.20.574,1.068,61.098,-4.573,-33.659
1749645800583,2025-06-11T15.43.20.583,1.077,61.159,2.439,-36.159
1749645800593,2025-06-11T15.43.20.593,1.087,59.512,6.159,-37.622
1749645800604,2025-06-11T15.43.20.604,1.098,57.317,5.610,-39.085
1749645800614,2025-06-11T15.43.20.614,1.108,54.451,1.646,-38.963
1749645800623,2025-06-11T15.43.20.623,1.117,51.220,-3.720,-38.415
1749645800633,2025-06-11T15.43.20.633,1.127,48.171,-10.488,-39.024
1749645800643,2025-06-11T15.43.20.643,1.137,45.671,-19.146,-40.183
1749645800653,2025-06-11T15.43.20.653,1.147,43.598,-27.744,-41.768
1749645800662,2025-06-11T15.43.20.662,1.156,41.646,-33.354,-44.573
1749645800672,2025-06-11T15.43.20.672,1.166,40.183,-33.171,-47.683
1749645800683,2025-06-11T15.43.20.683,1.177,39.451,-28.537,-50.488
1749645800692,2025-06-11T15.43.20.692,1.186,39.634,-22.927,-54.024
1749645800702,2025-06-11T15.43.20.702,1.196,40.793,-19.207,-58.476
1749645800712,2025-06-11T15.43.20.712,1.206,41.585,-17.744,-61.220
1749645800722,2025-06-11T15.43.20.722,1.216,41.585,-15.366,-62.378
1749645800731,2025-06-11T15.43.20.731,1.225,40.915,-9.329,-64.268
1749645800741,2025-06-11T15.43.20.741,1.235,40.183,-2.378,-65.854
1749645800752,2025-06-11T15.43.20.752,1.246,39.573,2.195,-66.463
1749645800762,2025-06-11T15.43.20.762,1.256,39.390,4.695,-67.988
1749645800771,2025-06-11T15.43.20.771,1.265,38.963,7.439,-69.817
1749645800781,2025-06-11T15.43.20.781,1.275,38.049,10.244,-71.220
1749645800791,2025-06-11T15.43.20.791,1.285,37.988,13.537,-73.354
1749645800801,2025-06-11T15.43.20.801,1.295,37.744,17.805,-75.000
1749645800810,2025-06-11T15.43.20.810,1.304,35.549,21.524,-75.793
1749645800820,2025-06-11T15.43.20.820,1.314,32.622,24.024,-76.524
1749645800831,2025-06-11T15.43.20.831,1.325,30.183,25.610,-76.524
1749645800841,2025-06-11T15.43.20.841,1.335,27.683,24.634,-76.280
1749645800850,2025-06-11T15.43.20.850,1.344,24.634,23.171,-75.793
1749645800860,2025-06-11T15.43.20.860,1.354,20.610,20.915,-75.000
1749645800870,2025-06-11T15.43.20.870,1.364,15.976,18.049,-74.878
1749645800880,2025-06-11T15.43.20.880,1.374,11.037,17.134,-75.671
1749645800889,2025-06-11T15.43.20.889,1.383,6.037,19.451,-77.317
1749645800900,2025-06-11T15.43.20.900,1.394,2.988,24.085,-79.695
1749645800910,2025-06-11T15.43.20.910,1.404,-0.549,27.500,-79.512
1749645800920,2025-06-11T15.43.20.920,1.414,-8.720,28.049,-75.732
1749645800929,2025-06-11T15.43.20.929,1.423,-18.902,27.744,-72.988
1749645800939,2025-06-11T15.43.20.939,1.433,-27.439,27.744,-71.768
1749645800949,2025-06-11T15.43.20.949,1.443,-35.305,27.622,-69.817
1749645800960,2025-06-11T15.43.20.960,1.454,-42.866,27.012,-67.744
1749645800968,2025-06-11T15.43.20.968,1.462,-49.024,25.244,-67.256
1749645800979,2025-06-11T15.43.20.979,1.473,-54.146,22.805,-66.951
1749645800989,2025-06-11T15.43.20.989,1.483,-59.756,20.854,-65.122
1749645800999,2025-06-11T15.43.20.999,1.493,-66.402,19.146,-62.561
1749645801008,2025-06-11T15.43.21.008,1.502,-73.110,18.841,-59.756
1749645801018,2025-06-11T15.43.21.018,1.512,-78.963,19.756,-57.927
1749645801028,2025-06-11T15.43.21.028,1.522,-82.988,21.951,-57.134
