epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749645598658,2025-06-11T15.39.58.658,0.000,65.793,-65.061,113.293
1749645598668,2025-06-11T15.39.58.668,0.010,65.122,-66.890,112.866
1749645598678,2025-06-11T15.39.58.678,0.020,61.829,-75.366,109.756
1749645598687,2025-06-11T15.39.58.687,0.029,59.512,-81.951,105.183
1749645598697,2025-06-11T15.39.58.697,0.039,59.939,-80.976,100.000
1749645598708,2025-06-11T15.39.58.708,0.050,62.744,-75.427,94.207
1749645598718,2025-06-11T15.39.58.718,0.060,65.427,-69.573,87.805
1749645598727,2025-06-11T15.39.58.727,0.069,67.500,-68.841,81.646
1749645598737,2025-06-11T15.39.58.737,0.079,69.573,-73.415,74.207
1749645598747,2025-06-11T15.39.58.747,0.089,71.402,-79.329,63.476
1749645598757,2025-06-11T15.39.58.757,0.099,73.293,-80.976,50.183
1749645598766,2025-06-11T15.39.58.766,0.108,76.341,-73.780,38.415
1749645598776,2025-06-11T15.39.58.776,0.118,79.817,-60.793,29.390
1749645598787,2025-06-11T15.39.58.787,0.129,82.500,-49.878,20.366
1749645598797,2025-06-11T15.39.58.797,0.139,82.744,-45.183,11.463
1749645598806,2025-06-11T15.39.58.806,0.148,81.463,-43.232,2.927
1749645598816,2025-06-11T15.39.58.816,0.158,80.793,-38.171,-5.854
1749645598826,2025-06-11T15.39.58.826,0.168,81.463,-29.756,-14.024
1749645598836,2025-06-11T15.39.58.836,0.178,82.195,-22.195,-19.878
1749645598845,2025-06-11T15.39.58.845,0.187,81.829,-19.634,-24.878
1749645598855,2025-06-11T15.39.58.855,0.197,80.732,-20.122,-30.793
1749645598866,2025-06-11T15.39.58.866,0.208,80.183,-18.598,-36.341
1749645598876,2025-06-11T15.39.58.876,0.218,79.817,-14.695,-40.366
1749645598885,2025-06-11T15.39.58.885,0.227,78.293,-9.756,-43.415
1749645598895,2025-06-11T15.39.58.895,0.237,76.646,-5.854,-46.890
1749645598905,2025-06-11T15.39.58.905,0.247,75.000,-4.573,-50.915
1749645598916,2025-06-11T15.39.58.916,0.258,72.683,-4.878,-54.939
1749645598924,2025-06-11T15.39.58.924,0.266,69.756,-4.390,-58.049
1749645598935,2025-06-11T15.39.58.935,0.277,66.646,-2.744,-60.305
1749645598945,2025-06-11T15.39.58.945,0.287,63.171,-2.561,-63.537
1749645598955,2025-06-11T15.39.58.955,0.297,59.268,-5.488,-67.988
1749645598964,2025-06-11T15.39.58.964,0.306,55.183,-9.268,-72.500
1749645598974,2025-06-11T15.39.58.974,0.316,52.195,-12.561,-77.256
1749645598984,2025-06-11T15.39.58.984,0.326,49.573,-13.110,-82.195
1749645598995,2025-06-11T15.39.58.995,0.337,46.829,-10.244,-87.012
1749645599003,2025-06-11T15.39.59.003,0.345,43.963,-5.976,-92.195
