epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749642734966,2025-06-11T14.52.14.966,0.000,-114.512,13.110,-17.805
1749642734976,2025-06-11T14.52.14.976,0.010,-114.695,14.756,-17.561
1749642734986,2025-06-11T14.52.14.986,0.020,-115.244,21.037,-16.951
1749642734996,2025-06-11T14.52.14.996,0.030,-115.427,24.756,-17.195
1749642735005,2025-06-11T14.52.15.005,0.039,-115.061,23.293,-17.134
1749642735015,2025-06-11T14.52.15.015,0.049,-115.610,18.232,-16.280
1749642735026,2025-06-11T14.52.15.026,0.060,-114.634,12.866,-14.085
1749642735036,2025-06-11T14.52.15.036,0.070,-112.988,11.829,-10.976
1749642735045,2025-06-11T14.52.15.045,0.079,-112.012,15.366,-7.378
1749642735055,2025-06-11T14.52.15.055,0.089,-110.000,18.902,-4.024
1749642735065,2025-06-11T14.52.15.065,0.099,-105.366,20.122,0.732
1749642735075,2025-06-11T14.52.15.075,0.109,-100.854,19.207,5.610
1749642735084,2025-06-11T14.52.15.084,0.118,-97.805,15.854,10.488
1749642735094,2025-06-11T14.52.15.094,0.128,-93.902,10.976,15.488
1749642735105,2025-06-11T14.52.15.105,0.139,-89.146,8.841,20.305
1749642735115,2025-06-11T14.52.15.115,0.149,-87.012,12.012,23.780
1749642735124,2025-06-11T14.52.15.124,0.158,-87.439,17.500,27.622
1749642735134,2025-06-11T14.52.15.134,0.168,-85.793,22.317,31.707
1749642735144,2025-06-11T14.52.15.144,0.178,-83.415,24.939,35.427
1749642735154,2025-06-11T14.52.15.154,0.188,-81.098,24.451,38.598
1749642735163,2025-06-11T14.52.15.163,0.197,-76.768,24.207,41.768
1749642735174,2025-06-11T14.52.15.174,0.208,-73.902,26.463,44.146
1749642735184,2025-06-11T14.52.15.184,0.218,-71.220,28.110,45.183
1749642735194,2025-06-11T14.52.15.194,0.228,-67.012,27.622,46.098
1749642735203,2025-06-11T14.52.15.203,0.237,-64.390,24.817,46.768
1749642735213,2025-06-11T14.52.15.213,0.247,-62.805,19.451,48.110
1749642735223,2025-06-11T14.52.15.223,0.257,-58.598,15.976,50.366
1749642735234,2025-06-11T14.52.15.234,0.268,-55.488,17.195,50.671
1749642735242,2025-06-11T14.52.15.242,0.276,-55.000,19.146,50.732
1749642735253,2025-06-11T14.52.15.253,0.287,-53.780,18.963,52.134
1749642735263,2025-06-11T14.52.15.263,0.297,-52.134,17.256,53.902
1749642735273,2025-06-11T14.52.15.273,0.307,-50.244,15.183,55.732
1749642735282,2025-06-11T14.52.15.282,0.316,-48.659,14.939,58.415
1749642735292,2025-06-11T14.52.15.292,0.326,-47.317,16.341,60.976
1749642735302,2025-06-11T14.52.15.302,0.336,-46.098,18.415,62.012
1749642735313,2025-06-11T14.52.15.313,0.347,-44.146,20.915,63.476
1749642735321,2025-06-11T14.52.15.321,0.355,-42.561,23.293,63.902
1749642735332,2025-06-11T14.52.15.332,0.366,-41.341,23.537,63.293
1749642735342,2025-06-11T14.52.15.342,0.376,-39.573,21.402,62.317
1749642735352,2025-06-11T14.52.15.352,0.386,-38.110,17.439,61.646
1749642735361,2025-06-11T14.52.15.361,0.395,-36.402,11.402,61.463
1749642735371,2025-06-11T14.52.15.371,0.405,-33.598,6.098,61.098
1749642735382,2025-06-11T14.52.15.382,0.416,-31.463,3.110,60.427
1749642735392,2025-06-11T14.52.15.392,0.426,-30.183,2.378,60.305
1749642735401,2025-06-11T14.52.15.401,0.435,-29.573,3.780,60.122
1749642735411,2025-06-11T14.52.15.411,0.445,-29.573,3.902,60.488
1749642735421,2025-06-11T14.52.15.421,0.455,-28.841,2.988,62.134
1749642735431,2025-06-11T14.52.15.431,0.465,-27.073,5.244,63.110
1749642735440,2025-06-11T14.52.15.440,0.474,-28.232,10.915,61.707
1749642735450,2025-06-11T14.52.15.450,0.484,-30.244,12.500,60.854
1749642735461,2025-06-11T14.52.15.461,0.495,-29.634,8.841,61.098
1749642735471,2025-06-11T14.52.15.471,0.505,-28.415,3.841,61.829
1749642735480,2025-06-11T14.52.15.480,0.514,-28.659,0.244,61.463
1749642735490,2025-06-11T14.52.15.490,0.524,-29.390,-1.707,60.915
1749642735500,2025-06-11T14.52.15.500,0.534,-30.122,-2.927,59.939
1749642735510,2025-06-11T14.52.15.510,0.544,-29.329,-3.780,58.171
1749642735519,2025-06-11T14.52.15.519,0.553,-28.598,-4.085,55.061
1749642735529,2025-06-11T14.52.15.529,0.563,-28.110,-3.476,51.463
1749642735540,2025-06-11T14.52.15.540,0.574,-25.488,-0.732,48.537
1749642735550,2025-06-11T14.52.15.550,0.584,-22.866,3.720,44.695
1749642735559,2025-06-11T14.52.15.559,0.593,-21.280,5.976,39.756
1749642735569,2025-06-11T14.52.15.569,0.603,-18.476,2.866,35.732
1749642735579,2025-06-11T14.52.15.579,0.613,-14.512,-3.476,32.439
1749642735590,2025-06-11T14.52.15.590,0.624,-11.220,-9.329,27.683
1749642735598,2025-06-11T14.52.15.598,0.632,-9.146,-12.744,23.537
1749642735609,2025-06-11T14.52.15.609,0.643,-8.780,-12.744,21.098
1749642735619,2025-06-11T14.52.15.619,0.653,-9.390,-10.366,18.110
1749642735629,2025-06-11T14.52.15.629,0.663,-9.939,-7.988,14.451
1749642735638,2025-06-11T14.52.15.638,0.672,-9.939,-7.134,11.585
1749642735648,2025-06-11T14.52.15.648,0.682,-9.390,-6.707,9.207
1749642735658,2025-06-11T14.52.15.658,0.692,-9.329,-6.159,6.585
1749642735669,2025-06-11T14.52.15.669,0.703,-8.963,-6.037,3.659
1749642735677,2025-06-11T14.52.15.677,0.711,-8.415,-6.646,1.585
1749642735688,2025-06-11T14.52.15.688,0.722,-7.866,-8.049,0.183
1749642735698,2025-06-11T14.52.15.698,0.732,-7.317,-9.756,-2.073
1749642735708,2025-06-11T14.52.15.708,0.742,-7.073,-10.732,-3.598
1749642735717,2025-06-11T14.52.15.717,0.751,-6.707,-9.939,-4.451
1749642735727,2025-06-11T14.52.15.727,0.761,-7.134,-7.927,-5.305
1749642735737,2025-06-11T14.52.15.737,0.771,-7.439,-6.220,-5.793
1749642735748,2025-06-11T14.52.15.748,0.782,-7.073,-4.695,-6.341
1749642735757,2025-06-11T14.52.15.757,0.791,-7.317,-2.744,-7.012
1749642735767,2025-06-11T14.52.15.767,0.801,-7.561,-2.317,-7.134
1749642735777,2025-06-11T14.52.15.777,0.811,-7.561,-4.207,-6.402
1749642735787,2025-06-11T14.52.15.787,0.821,-6.890,-7.012,-5.366
1749642735796,2025-06-11T14.52.15.796,0.830,-5.244,-8.171,-4.085
1749642735806,2025-06-11T14.52.15.806,0.840,-4.390,-7.744,-2.988
1749642735817,2025-06-11T14.52.15.817,0.851,-3.537,-7.256,-2.561
1749642735827,2025-06-11T14.52.15.827,0.861,-2.195,-6.890,-2.134
1749642735836,2025-06-11T14.52.15.836,0.870,-1.585,-6.890,-0.915
1749642735846,2025-06-11T14.52.15.846,0.880,-1.707,-8.110,0.671
1749642735856,2025-06-11T14.52.15.856,0.890,-1.341,-9.573,2.439
1749642735866,2025-06-11T14.52.15.866,0.900,-0.915,-10.854,4.634
1749642735875,2025-06-11T14.52.15.875,0.909,-0.183,-12.256,7.683
1749642735885,2025-06-11T14.52.15.885,0.919,0.854,-13.476,10.488
1749642735896,2025-06-11T14.52.15.896,0.930,1.037,-15.244,12.622
1749642735906,2025-06-11T14.52.15.906,0.940,-0.061,-17.195,15.244
1749642735915,2025-06-11T14.52.15.915,0.949,-1.220,-19.451,18.537
1749642735925,2025-06-11T14.52.15.925,0.959,-1.159,-21.890,20.488
1749642735935,2025-06-11T14.52.15.935,0.969,0.915,-23.598,21.707
1749642735945,2025-06-11T14.52.15.945,0.979,6.098,-27.195,21.829
1749642735954,2025-06-11T14.52.15.954,0.988,13.354,-35.427,21.159
1749642735965,2025-06-11T14.52.15.965,0.999,21.646,-46.098,20.366
1749642735975,2025-06-11T14.52.15.975,1.009,29.451,-55.610,19.939
1749642735985,2025-06-11T14.52.15.985,1.019,35.305,-62.439,19.878
1749642735994,2025-06-11T14.52.15.994,1.028,39.512,-66.524,20.366
1749642736004,2025-06-11T14.52.16.004,1.038,43.110,-67.256,21.402
1749642736014,2025-06-11T14.52.16.014,1.048,46.098,-65.061,22.439
1749642736025,2025-06-11T14.52.16.025,1.059,48.659,-61.646,23.537
1749642736033,2025-06-11T14.52.16.033,1.067,50.549,-58.354,24.390
1749642736044,2025-06-11T14.52.16.044,1.078,53.049,-57.134,24.695
1749642736054,2025-06-11T14.52.16.054,1.088,55.976,-58.476,24.207
1749642736064,2025-06-11T14.52.16.064,1.098,57.561,-60.488,23.537
1749642736073,2025-06-11T14.52.16.073,1.107,58.963,-61.890,22.805
1749642736083,2025-06-11T14.52.16.083,1.117,61.707,-61.524,21.890
1749642736093,2025-06-11T14.52.16.093,1.127,64.573,-59.085,20.061
1749642736104,2025-06-11T14.52.16.104,1.138,66.768,-55.183,17.866
1749642736112,2025-06-11T14.52.16.112,1.146,68.902,-51.524,16.402
1749642736123,2025-06-11T14.52.16.123,1.157,71.768,-49.085,15.305
1749642736133,2025-06-11T14.52.16.133,1.167,73.720,-47.439,14.146
1749642736143,2025-06-11T14.52.16.143,1.177,75.244,-46.524,13.049
1749642736152,2025-06-11T14.52.16.152,1.186,77.744,-44.085,12.500
1749642736162,2025-06-11T14.52.16.162,1.196,80.854,-39.207,12.012
1749642736173,2025-06-11T14.52.16.173,1.207,83.659,-32.622,10.854
1749642736183,2025-06-11T14.52.16.183,1.217,86.220,-26.220,10.244
1749642736192,2025-06-11T14.52.16.192,1.226,90.427,-21.402,11.585
1749642736202,2025-06-11T14.52.16.202,1.236,94.146,-15.549,13.415
1749642736212,2025-06-11T14.52.16.212,1.246,93.720,-6.585,12.622
1749642736222,2025-06-11T14.52.16.222,1.256,89.756,0.732,10.366
1749642736231,2025-06-11T14.52.16.231,1.265,86.646,0.061,9.024
1749642736241,2025-06-11T14.52.16.241,1.275,85.488,-7.012,9.024
1749642736252,2025-06-11T14.52.16.252,1.286,85.793,-15.305,9.451
1749642736262,2025-06-11T14.52.16.262,1.296,84.695,-19.268,10.305
1749642736271,2025-06-11T14.52.16.271,1.305,80.427,-17.683,10.427
1749642736281,2025-06-11T14.52.16.281,1.315,74.817,-14.390,8.720
1749642736291,2025-06-11T14.52.16.291,1.325,70.000,-13.171,8.171
1749642736301,2025-06-11T14.52.16.301,1.335,65.305,-14.390,8.598
1749642736310,2025-06-11T14.52.16.310,1.344,60.305,-16.890,8.232
1749642736320,2025-06-11T14.52.16.320,1.354,57.500,-19.451,6.768
1749642736331,2025-06-11T14.52.16.331,1.365,54.695,-20.000,5.427
1749642736341,2025-06-11T14.52.16.341,1.375,51.463,-19.207,4.817
1749642736350,2025-06-11T14.52.16.350,1.384,48.720,-17.317,4.878
1749642736360,2025-06-11T14.52.16.360,1.394,46.829,-14.939,5.488
1749642736370,2025-06-11T14.52.16.370,1.404,45.244,-12.622,5.915
1749642736381,2025-06-11T14.52.16.381,1.415,43.902,-11.037,5.366
1749642736389,2025-06-11T14.52.16.389,1.423,42.927,-11.402,4.207
1749642736400,2025-06-11T14.52.16.400,1.434,43.293,-13.720,3.720
1749642736410,2025-06-11T14.52.16.410,1.444,43.171,-16.646,3.720
1749642736420,2025-06-11T14.52.16.420,1.454,42.256,-18.049,3.049
1749642736429,2025-06-11T14.52.16.429,1.463,42.195,-16.890,2.561
1749642736439,2025-06-11T14.52.16.439,1.473,41.585,-14.146,1.890
1749642736449,2025-06-11T14.52.16.449,1.483,38.415,-12.683,0.610
1749642736460,2025-06-11T14.52.16.460,1.494,35.183,-13.415,-0.244
1749642736468,2025-06-11T14.52.16.468,1.502,32.866,-15.244,-0.366
1749642736479,2025-06-11T14.52.16.479,1.513,29.756,-18.293,0.000
1749642736489,2025-06-11T14.52.16.489,1.523,26.098,-22.134,0.000
1749642736499,2025-06-11T14.52.16.499,1.533,21.646,-26.463,0.732
1749642736508,2025-06-11T14.52.16.508,1.542,16.890,-29.939,2.561
1749642736518,2025-06-11T14.52.16.518,1.552,12.317,-31.037,3.963
1749642736529,2025-06-11T14.52.16.529,1.563,8.415,-28.293,5.366
1749642736539,2025-06-11T14.52.16.539,1.573,5.610,-21.768,6.524
1749642736548,2025-06-11T14.52.16.548,1.582,2.866,-12.988,7.134
1749642736558,2025-06-11T14.52.16.558,1.592,-0.244,-5.671,6.402
1749642736568,2025-06-11T14.52.16.568,1.602,-3.476,-2.561,5.976
1749642736578,2025-06-11T14.52.16.578,1.612,-5.244,-3.598,6.707
1749642736587,2025-06-11T14.52.16.587,1.621,-6.341,-7.012,6.829
1749642736597,2025-06-11T14.52.16.597,1.631,-8.232,-11.159,6.768
1749642736608,2025-06-11T14.52.16.608,1.642,-10.793,-13.476,7.561
1749642736618,2025-06-11T14.52.16.618,1.652,-11.707,-11.585,8.902
1749642736627,2025-06-11T14.52.16.627,1.661,-11.280,-7.195,9.024
1749642736637,2025-06-11T14.52.16.637,1.671,-9.756,-5.061,8.415
1749642736647,2025-06-11T14.52.16.647,1.681,-6.890,-5.061,7.988
1749642736657,2025-06-11T14.52.16.657,1.691,-2.012,-5.915,7.439
1749642736666,2025-06-11T14.52.16.666,1.700,3.354,-5.488,6.585
1749642736676,2025-06-11T14.52.16.676,1.710,8.659,-4.207,5.000
1749642736687,2025-06-11T14.52.16.687,1.721,14.939,-5.244,1.585
1749642736697,2025-06-11T14.52.16.697,1.731,22.561,-8.902,-2.134
1749642736706,2025-06-11T14.52.16.706,1.740,29.878,-12.439,-5.610
1749642736716,2025-06-11T14.52.16.716,1.750,36.463,-13.476,-9.634
