epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749642520438,2025-06-11T14.48.40.438,0.000,-10.122,-14.451,8.780
1749642520448,2025-06-11T14.48.40.448,0.010,-12.317,-14.207,8.293
1749642520458,2025-06-11T14.48.40.458,0.020,-21.463,-12.866,9.268
1749642520468,2025-06-11T14.48.40.468,0.030,-31.098,-7.866,10.244
1749642520477,2025-06-11T14.48.40.477,0.039,-35.366,-2.195,10.915
1749642520487,2025-06-11T14.48.40.487,0.049,-36.463,1.768,12.012
1749642520498,2025-06-11T14.48.40.498,0.060,-37.622,4.146,12.866
1749642520506,2025-06-11T14.48.40.506,0.068,-36.890,2.561,13.110
1749642520517,2025-06-11T14.48.40.517,0.079,-32.744,-2.622,13.780
1749642520527,2025-06-11T14.48.40.527,0.089,-26.951,-9.512,15.488
1749642520537,2025-06-11T14.48.40.537,0.099,-20.183,-14.878,16.951
1749642520546,2025-06-11T14.48.40.546,0.108,-12.378,-16.159,18.537
1749642520556,2025-06-11T14.48.40.556,0.118,-5.061,-14.085,19.329
1749642520566,2025-06-11T14.48.40.566,0.128,1.220,-10.915,19.451
1749642520577,2025-06-11T14.48.40.577,0.139,7.317,-8.720,19.024
1749642520585,2025-06-11T14.48.40.585,0.147,14.634,-7.927,17.927
1749642520596,2025-06-11T14.48.40.596,0.158,21.829,-7.073,16.463
1749642520606,2025-06-11T14.48.40.606,0.168,28.476,-6.890,14.268
1749642520616,2025-06-11T14.48.40.616,0.178,33.963,-6.829,11.951
1749642520625,2025-06-11T14.48.40.625,0.187,38.902,-7.073,9.695
1749642520635,2025-06-11T14.48.40.635,0.197,43.780,-7.012,7.927
1749642520646,2025-06-11T14.48.40.646,0.208,48.293,-5.915,5.610
1749642520656,2025-06-11T14.48.40.656,0.218,51.280,-4.817,2.378
1749642520665,2025-06-11T14.48.40.665,0.227,53.415,-4.268,-0.976
1749642520675,2025-06-11T14.48.40.675,0.237,56.037,-3.598,-4.817
1749642520685,2025-06-11T14.48.40.685,0.247,57.805,-3.659,-9.512
1749642520695,2025-06-11T14.48.40.695,0.257,59.573,-5.000,-14.329
1749642520704,2025-06-11T14.48.40.704,0.266,61.220,-6.037,-19.268
1749642520714,2025-06-11T14.48.40.714,0.276,61.890,-5.915,-24.390
1749642520725,2025-06-11T14.48.40.725,0.287,61.768,-5.488,-29.085
1749642520735,2025-06-11T14.48.40.735,0.297,61.280,-5.854,-32.988
1749642520744,2025-06-11T14.48.40.744,0.306,60.610,-7.256,-36.280
1749642520754,2025-06-11T14.48.40.754,0.316,60.488,-8.902,-39.329
1749642520764,2025-06-11T14.48.40.764,0.326,60.122,-9.512,-42.317
1749642520774,2025-06-11T14.48.40.774,0.336,59.451,-10.122,-45.183
1749642520783,2025-06-11T14.48.40.783,0.345,58.354,-10.854,-48.171
1749642520793,2025-06-11T14.48.40.793,0.355,57.439,-12.134,-51.463
1749642520804,2025-06-11T14.48.40.804,0.366,56.585,-12.988,-54.878
1749642520814,2025-06-11T14.48.40.814,0.376,56.098,-13.598,-58.659
1749642520823,2025-06-11T14.48.40.823,0.385,56.951,-15.305,-62.805
1749642520833,2025-06-11T14.48.40.833,0.395,57.500,-18.171,-66.463
1749642520843,2025-06-11T14.48.40.843,0.405,56.159,-20.122,-69.695
1749642520854,2025-06-11T14.48.40.854,0.416,54.756,-20.793,-73.720
1749642520862,2025-06-11T14.48.40.862,0.424,53.841,-20.244,-77.683
1749642520873,2025-06-11T14.48.40.873,0.435,51.890,-18.963,-81.341
