epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749118396995,2025-06-05T13.13.16.995,0.000,19.878,0.488,-6.037
1749118397005,2025-06-05T13.13.17.005,0.010,19.329,0.061,-6.524
1749118397015,2025-06-05T13.13.17.015,0.020,18.720,0.122,-8.659
1749118397024,2025-06-05T13.13.17.024,0.029,17.317,-0.732,-11.098
1749118397035,2025-06-05T13.13.17.035,0.040,15.366,-1.768,-13.232
1749118397045,2025-06-05T13.13.17.045,0.050,13.049,-1.829,-15.122
1749118397055,2025-06-05T13.13.17.055,0.060,11.463,-0.549,-16.220
1749118397064,2025-06-05T13.13.17.064,0.069,10.427,1.402,-16.707
1749118397074,2025-06-05T13.13.17.074,0.079,8.841,2.073,-16.646
1749118397084,2025-06-05T13.13.17.084,0.089,7.073,1.646,-16.524
1749118397095,2025-06-05T13.13.17.095,0.100,6.037,2.927,-16.402
1749118397103,2025-06-05T13.13.17.103,0.108,5.671,7.073,-15.671
1749118397114,2025-06-05T13.13.17.114,0.119,5.427,10.732,-13.963
1749118397124,2025-06-05T13.13.17.124,0.129,4.207,11.707,-12.012
1749118397134,2025-06-05T13.13.17.134,0.139,2.012,10.793,-9.024
1749118397143,2025-06-05T13.13.17.143,0.148,-1.159,9.451,-6.098
1749118397153,2025-06-05T13.13.17.153,0.158,-5.244,7.561,-3.963
1749118397163,2025-06-05T13.13.17.163,0.168,-9.695,6.585,-1.890
1749118397174,2025-06-05T13.13.17.174,0.179,-12.988,8.293,0.610
1749118397182,2025-06-05T13.13.17.182,0.187,-15.427,11.829,3.171
1749118397193,2025-06-05T13.13.17.193,0.198,-18.598,13.780,5.000
1749118397203,2025-06-05T13.13.17.203,0.208,-23.293,13.598,6.646
1749118397213,2025-06-05T13.13.17.213,0.218,-27.622,15.000,9.085
1749118397222,2025-06-05T13.13.17.222,0.227,-30.427,18.659,11.037
1749118397232,2025-06-05T13.13.17.232,0.237,-31.890,22.134,12.500
1749118397243,2025-06-05T13.13.17.243,0.248,-33.720,25.793,13.841
1749118397253,2025-06-05T13.13.17.253,0.258,-36.098,30.732,15.793
1749118397262,2025-06-05T13.13.17.262,0.267,-38.049,36.098,18.171
1749118397272,2025-06-05T13.13.17.272,0.277,-39.329,39.146,20.061
1749118397282,2025-06-05T13.13.17.282,0.287,-40.976,37.866,21.707
1749118397292,2025-06-05T13.13.17.292,0.297,-43.841,34.329,22.927
1749118397301,2025-06-05T13.13.17.301,0.306,-46.159,31.524,23.841
1749118397311,2025-06-05T13.13.17.311,0.316,-47.988,31.707,24.573
1749118397322,2025-06-05T13.13.17.322,0.327,-48.720,35.000,25.610
1749118397332,2025-06-05T13.13.17.332,0.337,-49.207,41.463,27.378
1749118397341,2025-06-05T13.13.17.341,0.346,-48.841,49.573,29.329
1749118397351,2025-06-05T13.13.17.351,0.356,-45.427,58.110,30.671
1749118397361,2025-06-05T13.13.17.361,0.366,-41.159,63.720,31.280
1749118397371,2025-06-05T13.13.17.371,0.376,-40.671,63.049,32.439
1749118397380,2025-06-05T13.13.17.380,0.385,-45.366,56.646,32.927
1749118397390,2025-06-05T13.13.17.390,0.395,-51.098,50.793,32.561
1749118397401,2025-06-05T13.13.17.401,0.406,-55.000,49.146,32.378
1749118397411,2025-06-05T13.13.17.411,0.416,-58.293,48.110,32.622
1749118397420,2025-06-05T13.13.17.420,0.425,-61.280,45.122,32.744
1749118397430,2025-06-05T13.13.17.430,0.435,-62.195,41.220,32.195
1749118397440,2025-06-05T13.13.17.440,0.445,-61.159,39.085,31.951
1749118397451,2025-06-05T13.13.17.451,0.456,-63.049,38.049,31.707
1749118397459,2025-06-05T13.13.17.459,0.464,-67.805,36.037,30.854
1749118397470,2025-06-05T13.13.17.470,0.475,-70.793,33.598,28.232
1749118397480,2025-06-05T13.13.17.480,0.485,-71.463,32.256,25.000
1749118397490,2025-06-05T13.13.17.490,0.495,-70.732,31.280,23.598
1749118397499,2025-06-05T13.13.17.499,0.504,-68.963,30.488,23.110
