epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749118172989,2025-06-05T13.09.32.989,0.000,3.232,16.463,51.524
1749118172998,2025-06-05T13.09.32.998,0.009,3.537,15.610,51.280
1749118173008,2025-06-05T13.09.33.008,0.019,3.780,12.256,51.585
1749118173019,2025-06-05T13.09.33.019,0.030,4.573,10.793,51.890
1749118173029,2025-06-05T13.09.33.029,0.040,5.671,12.256,51.707
1749118173038,2025-06-05T13.09.33.038,0.049,6.220,14.939,51.524
1749118173048,2025-06-05T13.09.33.048,0.059,4.878,18.232,51.707
1749118173058,2025-06-05T13.09.33.058,0.069,2.195,21.159,51.707
1749118173068,2025-06-05T13.09.33.068,0.079,0.122,24.634,50.671
1749118173077,2025-06-05T13.09.33.077,0.088,0.305,28.902,49.329
1749118173087,2025-06-05T13.09.33.087,0.098,1.341,33.841,47.500
1749118173098,2025-06-05T13.09.33.098,0.109,-0.488,37.866,45.183
1749118173108,2025-06-05T13.09.33.108,0.119,-3.232,39.207,42.012
1749118173117,2025-06-05T13.09.33.117,0.128,-3.293,39.024,37.378
1749118173127,2025-06-05T13.09.33.127,0.138,-2.073,38.598,32.561
1749118173137,2025-06-05T13.09.33.137,0.148,-0.915,37.256,27.805
1749118173147,2025-06-05T13.09.33.147,0.158,-0.183,33.720,23.171
1749118173156,2025-06-05T13.09.33.156,0.167,0.488,28.293,18.720
1749118173166,2025-06-05T13.09.33.166,0.177,0.915,23.232,14.817
1749118173177,2025-06-05T13.09.33.177,0.188,1.707,19.451,10.366
1749118173187,2025-06-05T13.09.33.187,0.198,3.049,16.341,5.610
1749118173196,2025-06-05T13.09.33.196,0.207,4.146,14.756,1.646
1749118173206,2025-06-05T13.09.33.206,0.217,3.902,13.110,-2.927
1749118173216,2025-06-05T13.09.33.216,0.227,3.049,9.634,-7.744
1749118173227,2025-06-05T13.09.33.227,0.238,1.646,4.634,-12.317
1749118173235,2025-06-05T13.09.33.235,0.246,0.366,-0.366,-16.524
1749118173246,2025-06-05T13.09.33.246,0.257,0.061,-3.598,-20.488
1749118173256,2025-06-05T13.09.33.256,0.267,0.671,-4.878,-24.817
1749118173266,2025-06-05T13.09.33.266,0.277,3.171,-4.817,-28.293
1749118173275,2025-06-05T13.09.33.275,0.286,5.793,-3.720,-30.366
1749118173285,2025-06-05T13.09.33.285,0.296,7.927,-3.110,-31.098
1749118173295,2025-06-05T13.09.33.295,0.306,9.207,-3.354,-31.220
1749118173306,2025-06-05T13.09.33.306,0.317,9.939,-4.451,-30.305
1749118173314,2025-06-05T13.09.33.314,0.325,10.366,-6.585,-28.293
1749118173325,2025-06-05T13.09.33.325,0.336,11.402,-8.963,-25.183
1749118173335,2025-06-05T13.09.33.335,0.346,12.988,-10.854,-21.951
1749118173345,2025-06-05T13.09.33.345,0.356,13.476,-12.256,-17.683
1749118173354,2025-06-05T13.09.33.354,0.365,12.744,-12.378,-12.256
1749118173364,2025-06-05T13.09.33.364,0.375,10.549,-12.439,-7.561
1749118173374,2025-06-05T13.09.33.374,0.385,7.134,-13.841,-2.073
1749118173385,2025-06-05T13.09.33.385,0.396,4.329,-14.329,4.268
1749118173394,2025-06-05T13.09.33.394,0.405,-0.305,-14.024,10.305
1749118173404,2025-06-05T13.09.33.404,0.415,-5.854,-13.902,16.585
1749118173414,2025-06-05T13.09.33.414,0.425,-9.695,-12.378,21.646
1749118173424,2025-06-05T13.09.33.424,0.435,-13.049,-7.988,26.463
1749118173433,2025-06-05T13.09.33.433,0.444,-16.341,-1.159,30.305
1749118173443,2025-06-05T13.09.33.443,0.454,-19.817,6.951,32.134
1749118173454,2025-06-05T13.09.33.454,0.465,-24.207,13.354,33.537
1749118173464,2025-06-05T13.09.33.464,0.475,-28.415,17.988,34.634
1749118173473,2025-06-05T13.09.33.473,0.484,-32.561,21.159,34.817
1749118173483,2025-06-05T13.09.33.483,0.494,-37.683,23.415,35.366
1749118173493,2025-06-05T13.09.33.493,0.504,-41.402,25.793,35.854
1749118173503,2025-06-05T13.09.33.503,0.514,-43.049,28.598,35.183
1749118173512,2025-06-05T13.09.33.512,0.523,-43.902,32.073,34.451
1749118173522,2025-06-05T13.09.33.522,0.533,-44.329,36.829,33.720
1749118173533,2025-06-05T13.09.33.533,0.544,-42.195,43.780,31.707
