epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749649601536,2025-06-11T16.46.41.536,0.000,-1.524,-3.476,-4.268
1749649601546,2025-06-11T16.46.41.546,0.010,-1.159,-2.622,-4.085
1749649601556,2025-06-11T16.46.41.556,0.020,-0.183,-1.341,-3.659
1749649601565,2025-06-11T16.46.41.565,0.029,1.463,0.976,-3.293
1749649601575,2025-06-11T16.46.41.575,0.039,2.622,3.476,-2.561
1749649601586,2025-06-11T16.46.41.586,0.050,3.780,5.488,-1.402
1749649601596,2025-06-11T16.46.41.596,0.060,5.366,6.951,0.549
1749649601605,2025-06-11T16.46.41.605,0.069,6.585,7.500,3.232
1749649601615,2025-06-11T16.46.41.615,0.079,7.622,7.439,6.220
1749649601625,2025-06-11T16.46.41.625,0.089,8.049,7.683,8.780
1749649601635,2025-06-11T16.46.41.635,0.099,7.500,8.354,10.000
1749649601644,2025-06-11T16.46.41.644,0.108,6.890,9.512,10.183
1749649601654,2025-06-11T16.46.41.654,0.118,6.280,10.854,9.268
1749649601665,2025-06-11T16.46.41.665,0.129,5.305,12.500,7.317
1749649601675,2025-06-11T16.46.41.675,0.139,4.207,13.902,4.939
1749649601684,2025-06-11T16.46.41.684,0.148,3.232,13.659,2.744
1749649601694,2025-06-11T16.46.41.694,0.158,2.622,11.524,1.524
1749649601704,2025-06-11T16.46.41.704,0.168,2.134,8.659,0.976
1749649601714,2025-06-11T16.46.41.714,0.178,1.220,6.341,-0.732
1749649601723,2025-06-11T16.46.41.723,0.187,-0.671,4.390,-2.561
1749649601733,2025-06-11T16.46.41.733,0.197,-3.537,2.500,-3.963
1749649601744,2025-06-11T16.46.41.744,0.208,-5.183,0.854,-5.976
1749649601754,2025-06-11T16.46.41.754,0.218,-6.220,-1.951,-8.110
1749649601763,2025-06-11T16.46.41.763,0.227,-7.012,-5.732,-8.963
1749649601773,2025-06-11T16.46.41.773,0.237,-7.561,-9.817,-8.963
1749649601783,2025-06-11T16.46.41.783,0.247,-7.500,-13.841,-9.024
1749649601794,2025-06-11T16.46.41.794,0.258,-7.866,-17.073,-8.354
1749649601802,2025-06-11T16.46.41.802,0.266,-8.293,-19.634,-6.524
1749649601813,2025-06-11T16.46.41.813,0.277,-8.110,-20.427,-4.390
1749649601823,2025-06-11T16.46.41.823,0.287,-7.195,-19.329,-2.439
1749649601833,2025-06-11T16.46.41.833,0.297,-5.976,-16.037,-2.256
1749649601842,2025-06-11T16.46.41.842,0.306,-5.122,-11.402,-3.232
1749649601852,2025-06-11T16.46.41.852,0.316,-4.146,-7.012,-4.207
1749649601862,2025-06-11T16.46.41.862,0.326,-2.317,-4.512,-3.537
1749649601873,2025-06-11T16.46.41.873,0.337,-1.098,-3.598,-1.402
1749649601881,2025-06-11T16.46.41.881,0.345,-0.305,-2.622,-0.183
1749649601892,2025-06-11T16.46.41.892,0.356,-0.061,-1.829,0.061
1749649601902,2025-06-11T16.46.41.902,0.366,0.244,-1.220,-0.061
1749649601912,2025-06-11T16.46.41.912,0.376,0.671,-0.366,-0.366
1749649601921,2025-06-11T16.46.41.921,0.385,1.098,1.159,-1.341
1749649601931,2025-06-11T16.46.41.931,0.395,0.793,2.622,-2.683
1749649601942,2025-06-11T16.46.41.942,0.406,0.244,1.768,-2.805
1749649601952,2025-06-11T16.46.41.952,0.416,0.488,-0.610,-1.951
1749649601961,2025-06-11T16.46.41.961,0.425,0.549,-2.256,-1.037
1749649601971,2025-06-11T16.46.41.971,0.435,-0.366,-2.622,-0.427
1749649601981,2025-06-11T16.46.41.981,0.445,-1.037,-2.866,-0.061
1749649601991,2025-06-11T16.46.41.991,0.455,-0.976,-3.232,0.366
