epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749647408841,2025-06-11T16.10.08.841,0.000,-101.159,16.220,-25.061
1749647408850,2025-06-11T16.10.08.850,0.009,-100.366,16.159,-26.341
1749647408860,2025-06-11T16.10.08.860,0.019,-98.780,15.305,-28.963
1749647408870,2025-06-11T16.10.08.870,0.029,-96.951,19.756,-32.744
1749647408881,2025-06-11T16.10.08.881,0.040,-96.402,29.878,-35.610
1749647408889,2025-06-11T16.10.08.889,0.048,-98.354,43.598,-35.915
1749647408900,2025-06-11T16.10.08.900,0.059,-101.220,56.341,-35.610
1749647408910,2025-06-11T16.10.08.910,0.069,-105.000,62.500,-35.244
1749647408920,2025-06-11T16.10.08.920,0.079,-109.329,61.402,-33.659
1749647408929,2025-06-11T16.10.08.929,0.088,-106.890,58.232,-32.134
1749647408939,2025-06-11T16.10.08.939,0.098,-100.610,57.378,-31.585
1749647408949,2025-06-11T16.10.08.949,0.108,-96.951,60.061,-32.622
1749647408960,2025-06-11T16.10.08.960,0.119,-94.024,61.402,-35.366
1749647408968,2025-06-11T16.10.08.968,0.127,-91.951,60.854,-36.159
1749647408979,2025-06-11T16.10.08.979,0.138,-91.463,58.963,-36.220
1749647408989,2025-06-11T16.10.08.989,0.148,-90.793,54.634,-36.707
1749647408999,2025-06-11T16.10.08.999,0.158,-90.061,50.122,-36.951
1749647409008,2025-06-11T16.10.09.008,0.167,-88.537,46.159,-36.341
1749647409018,2025-06-11T16.10.09.018,0.177,-86.768,41.280,-33.902
1749647409028,2025-06-11T16.10.09.028,0.187,-81.341,37.012,-31.098
1749647409039,2025-06-11T16.10.09.039,0.198,-73.049,37.134,-30.366
1749647409048,2025-06-11T16.10.09.048,0.207,-66.402,42.134,-31.585
1749647409058,2025-06-11T16.10.09.058,0.217,-62.683,47.927,-31.646
1749647409068,2025-06-11T16.10.09.068,0.227,-61.951,52.866,-30.000
1749647409078,2025-06-11T16.10.09.078,0.237,-60.915,54.085,-28.780
1749647409087,2025-06-11T16.10.09.087,0.246,-57.439,48.415,-27.439
1749647409097,2025-06-11T16.10.09.097,0.256,-51.707,36.768,-26.585
1749647409108,2025-06-11T16.10.09.108,0.267,-45.061,24.817,-26.890
1749647409118,2025-06-11T16.10.09.118,0.277,-41.159,19.451,-27.134
1749647409127,2025-06-11T16.10.09.127,0.286,-40.854,19.573,-26.646
1749647409137,2025-06-11T16.10.09.137,0.296,-40.610,20.549,-24.878
1749647409147,2025-06-11T16.10.09.147,0.306,-40.000,19.695,-22.805
1749647409157,2025-06-11T16.10.09.157,0.316,-37.683,17.317,-21.585
1749647409166,2025-06-11T16.10.09.166,0.325,-32.988,15.854,-21.463
1749647409176,2025-06-11T16.10.09.176,0.335,-29.207,17.378,-21.463
1749647409187,2025-06-11T16.10.09.187,0.346,-27.805,18.963,-21.646
1749647409197,2025-06-11T16.10.09.197,0.356,-27.805,17.622,-21.341
1749647409206,2025-06-11T16.10.09.206,0.365,-26.829,13.171,-20.854
1749647409216,2025-06-11T16.10.09.216,0.375,-26.341,7.866,-20.183
1749647409226,2025-06-11T16.10.09.226,0.385,-26.402,2.866,-19.695
1749647409236,2025-06-11T16.10.09.236,0.395,-26.829,0.000,-19.756
1749647409245,2025-06-11T16.10.09.245,0.404,-28.232,-0.305,-19.390
1749647409256,2025-06-11T16.10.09.256,0.415,-29.085,-0.244,-17.683
1749647409266,2025-06-11T16.10.09.266,0.425,-28.720,-0.671,-14.878
1749647409276,2025-06-11T16.10.09.276,0.435,-27.500,-1.159,-13.780
1749647409285,2025-06-11T16.10.09.285,0.444,-26.646,-1.707,-14.573
1749647409295,2025-06-11T16.10.09.295,0.454,-26.280,-1.707,-15.488
1749647409305,2025-06-11T16.10.09.305,0.464,-26.037,-1.220,-15.976
1749647409316,2025-06-11T16.10.09.316,0.475,-26.341,-1.585,-16.341
1749647409324,2025-06-11T16.10.09.324,0.483,-25.854,-2.195,-16.280
1749647409335,2025-06-11T16.10.09.335,0.494,-24.939,-1.524,-16.098
1749647409345,2025-06-11T16.10.09.345,0.504,-23.415,-0.976,-16.646
1749647409355,2025-06-11T16.10.09.355,0.514,-20.366,-1.829,-16.402
1749647409364,2025-06-11T16.10.09.364,0.523,-16.220,-3.354,-14.207
1749647409374,2025-06-11T16.10.09.374,0.533,-11.890,-4.329,-11.159
1749647409384,2025-06-11T16.10.09.384,0.543,-7.683,-4.878,-9.268
1749647409395,2025-06-11T16.10.09.395,0.554,-3.720,-5.732,-7.927
1749647409403,2025-06-11T16.10.09.403,0.562,-0.610,-5.427,-4.573
1749647409414,2025-06-11T16.10.09.414,0.573,1.646,-4.817,0.183
1749647409424,2025-06-11T16.10.09.424,0.583,5.122,-6.341,3.537
1749647409434,2025-06-11T16.10.09.434,0.593,10.610,-9.085,6.524
1749647409443,2025-06-11T16.10.09.443,0.602,15.427,-10.000,11.585
1749647409453,2025-06-11T16.10.09.453,0.612,18.232,-7.134,18.171
1749647409464,2025-06-11T16.10.09.464,0.623,20.427,-3.232,24.207
1749647409474,2025-06-11T16.10.09.474,0.633,23.841,-1.280,28.841
1749647409483,2025-06-11T16.10.09.483,0.642,27.866,-1.524,33.963
1749647409493,2025-06-11T16.10.09.493,0.652,30.915,-1.220,40.610
1749647409503,2025-06-11T16.10.09.503,0.662,32.378,-0.122,47.012
1749647409513,2025-06-11T16.10.09.513,0.672,32.439,1.646,52.927
1749647409522,2025-06-11T16.10.09.522,0.681,32.439,5.122,59.634
1749647409532,2025-06-11T16.10.09.532,0.691,32.744,9.451,66.159
1749647409543,2025-06-11T16.10.09.543,0.702,33.110,13.049,71.220
1749647409553,2025-06-11T16.10.09.553,0.712,33.232,16.646,76.098
1749647409562,2025-06-11T16.10.09.562,0.721,32.683,19.756,81.341
1749647409572,2025-06-11T16.10.09.572,0.731,31.402,21.829,86.402
1749647409582,2025-06-11T16.10.09.582,0.741,29.268,23.354,91.402
1749647409592,2025-06-11T16.10.09.592,0.751,27.378,24.085,95.244
1749647409601,2025-06-11T16.10.09.601,0.760,26.098,25.183,97.866
1749647409611,2025-06-11T16.10.09.611,0.770,25.122,28.780,100.244
1749647409622,2025-06-11T16.10.09.622,0.781,23.598,34.390,103.171
1749647409632,2025-06-11T16.10.09.632,0.791,20.793,38.476,105.183
1749647409641,2025-06-11T16.10.09.641,0.800,17.744,39.329,105.732
1749647409651,2025-06-11T16.10.09.651,0.810,15.000,39.085,105.976
1749647409661,2025-06-11T16.10.09.661,0.820,12.256,39.756,106.341
1749647409672,2025-06-11T16.10.09.672,0.831,9.146,40.427,106.768
