epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1749649953645,2025-06-11T16.52.33.645,0.000,-57.012,-21.585,48.659
1749649953654,2025-06-11T16.52.33.654,0.009,-57.134,-23.232,47.927
1749649953664,2025-06-11T16.52.33.664,0.019,-58.354,-28.841,42.866
1749649953675,2025-06-11T16.52.33.675,0.030,-55.366,-32.561,35.488
1749649953685,2025-06-11T16.52.33.685,0.040,-48.659,-31.220,27.622
1749649953694,2025-06-11T16.52.33.694,0.049,-41.280,-27.256,19.207
1749649953704,2025-06-11T16.52.33.704,0.059,-33.963,-25.061,10.671
1749649953714,2025-06-11T16.52.33.714,0.069,-28.415,-25.915,2.317
1749649953723,2025-06-11T16.52.33.723,0.078,-25.122,-23.841,-5.000
1749649953733,2025-06-11T16.52.33.733,0.088,-23.415,-19.024,-10.549
1749649953744,2025-06-11T16.52.33.744,0.099,-21.768,-19.695,-14.634
1749649953754,2025-06-11T16.52.33.754,0.109,-21.037,-23.720,-15.732
1749649953763,2025-06-11T16.52.33.763,0.118,-21.463,-20.000,-13.110
1749649953773,2025-06-11T16.52.33.773,0.128,-22.805,-9.207,-9.024
1749649953783,2025-06-11T16.52.33.783,0.138,-26.280,1.524,-5.793
1749649953793,2025-06-11T16.52.33.793,0.148,-31.890,9.085,-4.634
1749649953802,2025-06-11T16.52.33.802,0.157,-37.134,12.927,-5.671
1749649953812,2025-06-11T16.52.33.812,0.167,-40.122,14.390,-7.622
1749649953823,2025-06-11T16.52.33.823,0.178,-42.256,15.366,-9.512
1749649953833,2025-06-11T16.52.33.833,0.188,-44.756,14.451,-11.280
1749649953842,2025-06-11T16.52.33.842,0.197,-47.073,12.683,-13.659
1749649953852,2025-06-11T16.52.33.852,0.207,-48.537,10.000,-17.500
1749649953862,2025-06-11T16.52.33.862,0.217,-48.537,3.537,-21.463
1749649953872,2025-06-11T16.52.33.872,0.227,-47.622,-3.780,-24.268
1749649953881,2025-06-11T16.52.33.881,0.236,-45.732,-6.220,-26.951
1749649953892,2025-06-11T16.52.33.892,0.247,-44.817,-8.049,-28.415
1749649953902,2025-06-11T16.52.33.902,0.257,-45.183,-16.037,-30.305
1749649953912,2025-06-11T16.52.33.912,0.267,-44.695,-31.585,-33.049
1749649953922,2025-06-11T16.52.33.922,0.277,-43.110,-50.305,-32.195
1749649953931,2025-06-11T16.52.33.931,0.286,-39.573,-57.988,-28.293
1749649953941,2025-06-11T16.52.33.941,0.296,-30.183,-51.463,-25.000
1749649953952,2025-06-11T16.52.33.952,0.307,-19.878,-33.232,-18.293
1749649953960,2025-06-11T16.52.33.960,0.315,-13.293,-6.829,-9.573
1749649953971,2025-06-11T16.52.33.971,0.326,-8.171,11.951,-7.317
1749649953981,2025-06-11T16.52.33.981,0.336,-3.415,20.183,-7.439
1749649953991,2025-06-11T16.52.33.991,0.346,2.744,25.671,-3.415
1749649954000,2025-06-11T16.52.34.000,0.355,9.451,33.049,1.463
1749649954010,2025-06-11T16.52.34.010,0.365,12.439,40.915,2.805
1749649954020,2025-06-11T16.52.34.020,0.375,12.927,45.549,4.878
1749649954031,2025-06-11T16.52.34.031,0.386,14.329,48.476,12.561
1749649954039,2025-06-11T16.52.34.039,0.394,17.256,47.073,20.854
1749649954050,2025-06-11T16.52.34.050,0.405,21.768,38.049,26.159
1749649954060,2025-06-11T16.52.34.060,0.415,27.073,21.829,31.585
1749649954070,2025-06-11T16.52.34.070,0.425,33.598,3.232,39.146
1749649954079,2025-06-11T16.52.34.079,0.434,42.073,-15.549,46.768
1749649954089,2025-06-11T16.52.34.089,0.444,50.610,-35.915,53.963
